tagger_decision_id,tweet_id,tagged_by,classification,features,tagging_date,tagging_duration
611,1803264551154262500,11,Positive,"['Calling for violence and hostility against Israel', ""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-20 10:10:33.617007,0 days 00:00:28.097000
612,1891715551325553000,7,Positive,['Other'],2025-03-20 10:10:41.649988,0 days 00:00:36.347000
614,1870254963479462000,7,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Blood libels and religiously based antisemitism']",2025-03-20 10:10:57.663714,0 days 00:00:15.572000
616,1795035558894289200,7,Negative,[],2025-03-20 10:11:10.689933,0 days 00:00:07.362000
621,1820755460301160700,7,Negative,[],2025-03-20 10:11:53.469111,0 days 00:00:17.362000
622,1742590255625273600,7,Irrelevant,[],2025-03-20 10:11:56.788055,0 days 00:00:02.897000
623,1894509146441232600,7,Negative,[],2025-03-20 10:12:11.598614,0 days 00:00:14.402000
625,1855716861830455300,11,Irrelevant,[],2025-03-20 10:12:20.259303,0 days 00:00:04.847000
627,1756182091979796700,11,Irrelevant,[],2025-03-20 10:12:23.510406,0 days 00:00:02.905000
628,1732242164334432800,7,Irrelevant,[],2025-03-20 10:12:40.470934,0 days 00:00:16.538000
630,1871753786429243600,7,Positive,['Defaming Jewish symbols'],2025-03-20 10:12:57.607611,0 days 00:00:16.743000
631,1767353584293909000,11,Positive,['Calling for violence and hostility against Israel'],2025-03-20 10:13:00.349059,0 days 00:00:13.258000
634,1854092675734983200,7,Irrelevant,[],2025-03-20 10:13:37.458897,0 days 00:00:02.853000
637,1745739706296619300,7,Positive,['Applying double standards to Israel that are not applied to other states (double standard)'],2025-03-20 10:14:05.336226,0 days 00:00:27.472000
639,1884254674259431400,7,Irrelevant,[],2025-03-20 10:14:14.949148,0 days 00:00:09.159000
642,1831685948838678500,11,Irrelevant,[],2025-03-20 10:14:26.789457,0 days 00:00:02.001000
644,1865863122730545200,7,Negative,[],2025-03-20 10:14:34.210701,0 days 00:00:09.968000
647,1870599023146799000,2,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-20 10:35:22.319818,0 days 00:00:35.720000
649,1830394375500935400,2,Positive,['Demonization of Jews (portraying them as inferior and despicable)'],2025-03-20 10:36:13.058850,0 days 00:00:35.105000
650,1719576151788830700,2,Uncertain,[],2025-03-20 10:36:24.821721,0 days 00:00:11.508000
654,1820196184629109200,2,Irrelevant,[],2025-03-20 10:37:41.663868,0 days 00:00:03.989000
657,1854472837152882700,2,Irrelevant,[],2025-03-20 10:38:05.373393,0 days 00:00:01.639000
663,1795035558894289200,2,Irrelevant,[],2025-03-20 10:39:25.984154,0 days 00:00:08.196000
664,1844984697597854000,2,Irrelevant,[],2025-03-20 10:39:45.655884,0 days 00:00:19.422000
667,1814806429288853800,2,Irrelevant,[],2025-03-20 10:40:16.687431,0 days 00:00:02.947000
668,1885357429006667800,2,Irrelevant,[],2025-03-20 10:40:22.771160,0 days 00:00:05.760000
669,1804644489317020000,2,Irrelevant,[],2025-03-20 10:40:26.230004,0 days 00:00:03.207000
671,1803098622734823700,2,Irrelevant,[],2025-03-20 10:40:36.065910,0 days 00:00:05.757000
672,1822662207320285400,2,Irrelevant,[],2025-03-20 10:40:48.628041,0 days 00:00:12.306000
675,1756212501149266200,2,Positive,['Demonization of Jews (portraying them as inferior and despicable)'],2025-03-20 10:42:10.791592,0 days 00:00:15.579000
677,1711640516784493000,2,Irrelevant,[],2025-03-20 10:42:53.676719,0 days 00:00:25.042000
678,1794578578497241300,2,Irrelevant,[],2025-03-20 10:43:12.841447,0 days 00:00:18.847000
679,1884010963546108000,2,Positive,['Demonization of Jews (portraying them as inferior and despicable)'],2025-03-20 10:43:32.517504,0 days 00:00:19.364000
680,1867249151114973200,2,Irrelevant,[],2025-03-20 10:43:53.065467,0 days 00:00:20.299000
684,1794080344469320000,2,Irrelevant,[],2025-03-20 10:44:48.209624,0 days 00:00:03.876000
686,1828396570061987800,2,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-20 10:45:21.131400,0 days 00:00:13.368000
689,1872278341455356200,2,Irrelevant,[],2025-03-20 10:46:04.645185,0 days 00:00:10.080000
693,1884683965493035300,2,Positive,['Other'],2025-03-20 10:46:33.118678,0 days 00:00:11.959000
694,1876803771050721500,2,Irrelevant,[],2025-03-20 10:46:35.525126,0 days 00:00:02.137000
696,1887304432817201700,2,Irrelevant,[],2025-03-20 10:46:54.873482,0 days 00:00:13.716000
697,1807340747928257000,2,Irrelevant,[],2025-03-20 10:47:01.518914,0 days 00:00:06.357000
698,1887078389573456100,2,Irrelevant,[],2025-03-20 10:47:11.632326,0 days 00:00:09.692000
700,1893783988671496200,2,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-20 10:47:38.421087,0 days 00:00:12.832000
701,1807267817148031200,2,Negative,[],2025-03-20 10:47:59.138183,0 days 00:00:20.444000
704,1836561164115022000,2,Irrelevant,[],2025-03-20 10:48:17.466434,0 days 00:00:01.862000
705,1727821477326828000,2,Uncertain,[],2025-03-20 10:48:31.142987,0 days 00:00:13.417000
706,1873081963277631500,2,Negative,[],2025-03-20 10:49:07.090055,0 days 00:00:35.678000
707,1881809024532070400,2,Positive,['Other'],2025-03-20 10:49:22.423601,0 days 00:00:15.076000
708,1880078277530013700,2,Irrelevant,[],2025-03-20 10:49:36.508026,0 days 00:00:13.836000
709,1860805929819623400,2,Irrelevant,[],2025-03-20 10:49:38.662800,0 days 00:00:01.911000
710,1865384854424039700,2,Irrelevant,[],2025-03-20 10:49:47.556474,0 days 00:00:08.655000
711,1877919070739120600,2,Irrelevant,[],2025-03-20 10:49:56.006919,0 days 00:00:08.184000
712,1792566318820106800,2,Irrelevant,[],2025-03-20 10:49:57.653066,0 days 00:00:01.353000
713,1819091536359182800,2,Irrelevant,[],2025-03-20 10:50:00.356339,0 days 00:00:02.421000
714,1880775626124317200,2,Irrelevant,[],2025-03-20 10:50:02.419825,0 days 00:00:01.765000
715,1750803727152542200,2,Irrelevant,[],2025-03-20 10:50:04.159638,0 days 00:00:01.443000
716,1843522801350914300,2,Positive,"['Other', 'Demonization of Jews (portraying them as inferior and despicable)']",2025-03-20 10:50:14.703526,0 days 00:00:10.280000
717,1845357223645675800,2,Irrelevant,[],2025-03-20 10:50:24.863912,0 days 00:00:09.918000
718,1880121791827570700,2,Irrelevant,[],2025-03-20 10:50:35.250556,0 days 00:00:10.135000
719,1779058209040499000,2,Irrelevant,[],2025-03-20 10:50:44.010507,0 days 00:00:08.502000
720,1797031569959649500,2,Positive,['Demonization of Jews (portraying them as inferior and despicable)'],2025-03-20 10:51:01.643133,0 days 00:00:17.365000
721,1883427493732053200,2,Irrelevant,[],2025-03-20 10:51:04.584244,0 days 00:00:02.515000
722,1862709566556758000,2,Irrelevant,[],2025-03-20 10:51:10.761845,0 days 00:00:05.887000
723,1855880783451357700,2,Irrelevant,[],2025-03-20 10:51:16.185215,0 days 00:00:05.126000
724,1791029318120075300,2,Irrelevant,[],2025-03-20 10:51:23.273003,0 days 00:00:06.794000
725,1838374687707140000,2,Irrelevant,[],2025-03-20 10:51:32.370347,0 days 00:00:08.830000
726,1750741071687250200,2,Irrelevant,[],2025-03-20 10:51:39.526153,0 days 00:00:06.898000
727,1786902103988097000,2,Irrelevant,[],2025-03-20 10:51:43.647345,0 days 00:00:03.823000
728,1735784069550706700,2,Irrelevant,[],2025-03-20 10:51:46.124320,0 days 00:00:02.200000
729,1828010654382645200,2,Irrelevant,[],2025-03-20 10:51:52.129992,0 days 00:00:05.749000
730,1793263303529226500,2,Irrelevant,[],2025-03-20 11:07:52.766840,0 days 00:00:10.320000
731,1785449969836777500,2,Positive,['Demonization of Jews (portraying them as inferior and despicable)'],2025-03-20 11:08:16.248943,0 days 00:00:23.229000
732,1811301709253333200,2,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-20 11:08:33.083693,0 days 00:00:16.583000
734,1883428769475768600,2,Irrelevant,[],2025-03-20 11:08:36.671280,0 days 00:00:01.332000
735,1812637841853452500,2,Irrelevant,[],2025-03-20 11:08:40.720749,0 days 00:00:03.792000
736,1747135117997552000,2,Irrelevant,[],2025-03-20 11:08:48.628256,0 days 00:00:07.626000
737,1838960244883382500,2,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-20 11:09:20.653778,0 days 00:00:31.768000
738,1880251093470646500,2,Irrelevant,[],2025-03-20 11:09:28.355214,0 days 00:00:07.435000
739,1821586131781329200,2,Irrelevant,[],2025-03-20 11:09:30.430715,0 days 00:00:01.816000
741,1888674642853806000,2,Irrelevant,[],2025-03-20 11:09:56.258754,0 days 00:00:01.552000
743,1893585377539359200,2,Irrelevant,[],2025-03-20 11:10:05.485875,0 days 00:00:06.293000
744,1813682921037001000,2,Irrelevant,[],2025-03-20 11:10:08.147846,0 days 00:00:02.390000
746,1802160675827167500,2,Irrelevant,[],2025-03-20 11:10:16.178378,0 days 00:00:01.275000
752,1801985592500359700,2,Irrelevant,[],2025-03-20 11:11:41.920246,0 days 00:00:01.335000
755,1867602409918189600,2,Irrelevant,[],2025-03-20 11:11:53.940197,0 days 00:00:01.340000
757,1893432160607928600,2,Irrelevant,[],2025-03-20 11:11:58.640925,0 days 00:00:02.722000
760,1871426925618762200,2,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-20 11:12:18.934372,0 days 00:00:05.835000
762,1893550831703581000,2,Irrelevant,[],2025-03-20 11:12:25.823577,0 days 00:00:04.803000
763,1880867388167770000,2,Positive,"['Applying double standards to Israel that are not applied to other states (double standard)', 'Comparing Israel and its policies to Nazi Germany']",2025-03-20 11:12:51.631635,0 days 00:00:25.528000
765,1857663553907446300,2,Irrelevant,[],2025-03-20 11:13:09.741261,0 days 00:00:06.545000
766,1855546710862319600,2,Irrelevant,[],2025-03-20 11:13:13.882120,0 days 00:00:03.820000
768,1756067862727532500,2,Irrelevant,[],2025-03-20 11:13:26.324709,0 days 00:00:02.544000
769,1822585516145221600,2,Irrelevant,[],2025-03-20 11:13:30.822901,0 days 00:00:04.237000
772,1823331289178734600,11,Irrelevant,[],2025-03-20 13:31:05.762726,0 days 00:00:04.153000
775,1804644489317020000,11,Irrelevant,[],2025-03-20 13:31:43.038280,0 days 00:00:07.129000
776,1840728422836035600,11,Irrelevant,[],2025-03-20 13:31:54.173562,0 days 00:00:10.897000
777,1883286283994497300,11,Irrelevant,[],2025-03-20 13:32:06.933015,0 days 00:00:12.515000
778,1878097503486370000,11,Irrelevant,[],2025-03-20 13:32:12.432404,0 days 00:00:05.210000
781,1822985534823645200,11,Irrelevant,[],2025-03-20 13:32:34.353245,0 days 00:00:07.332000
784,1828396570061987800,10,Negative,[],2025-03-21 07:48:38.830982,0 days 00:00:37.697000
785,1850903794000777700,10,Positive,"['Applying double standards to Israel that are not applied to other states (double standard)', 'Calling for violence and hostility against Israel']",2025-03-21 07:49:42.858987,0 days 00:01:03.739000
788,1873812202341438000,10,Negative,[],2025-03-21 07:51:00.026564,0 days 00:00:06.076000
789,1801985592500359700,10,Negative,[],2025-03-21 07:51:03.101335,0 days 00:00:02.787000
790,1872913797494780200,10,Negative,[],2025-03-21 07:51:18.584882,0 days 00:00:15.203000
791,1893550338222723300,10,Negative,[],2025-03-21 07:51:31.156484,0 days 00:00:12.298000
792,1818419728245047800,10,Negative,[],2025-03-21 07:51:40.630335,0 days 00:00:09.207000
793,1840683524199788800,10,Positive,"['Calling for violence and hostility against Israel', 'Applying double standards to Israel that are not applied to other states (double standard)', 'Collective blame of Jews for actions of the State of Israel']",2025-03-21 07:52:31.885806,0 days 00:00:50.898000
794,1868821371167580400,10,Negative,[],2025-03-21 07:52:46.200435,0 days 00:00:14.031000
798,1873296707200614700,10,Positive,"['Collective blame of Jews for actions of the State of Israel', ""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Demonization of Jews (portraying them as inferior and despicable)']",2025-03-21 07:54:58.275032,0 days 00:00:52.478000
799,1793582106284884200,10,Negative,[],2025-03-21 07:55:19.096507,0 days 00:00:20.567000
800,1860805929819623400,10,Negative,[],2025-03-21 07:55:23.742262,0 days 00:00:04.389000
801,1883427493732053200,10,Negative,[],2025-03-21 07:55:26.314222,0 days 00:00:02.300000
802,1892835309135810600,10,Negative,[],2025-03-21 07:55:27.577960,0 days 00:00:00.987000
808,1883372290681066000,10,Negative,[],2025-03-21 07:57:46.237968,0 days 00:00:03.748000
810,1838329505712136200,10,Positive,"['Collective blame of Jews for actions of the State of Israel', ""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-21 07:59:32.992312,0 days 00:00:47.911000
811,1820479158054703000,10,Negative,[],2025-03-21 07:59:39.892966,0 days 00:00:06.624000
816,1871168303315722500,10,Negative,[],2025-03-21 08:00:47.269950,0 days 00:00:04.419000
817,1767055708128739300,10,Negative,[],2025-03-21 08:00:54.361337,0 days 00:00:06.821000
818,1788365076396994800,10,Negative,[],2025-03-21 08:00:59.051031,0 days 00:00:04.415000
822,1846367395453260000,10,Positive,"['Calling for violence and hostility against Israel', 'Demonization of Jews (portraying them as inferior and despicable)', 'Spreading conspiracy theories about Jewish control (power, money, and media)', ""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Applying double standards to Israel that are not applied to other states (double standard)']",2025-03-21 08:02:07.048053,0 days 00:00:40.213000
823,1875414494043893800,10,Negative,[],2025-03-21 08:02:14.496719,0 days 00:00:07.162000
824,1803256503010468000,10,Negative,[],2025-03-21 08:02:19.462577,0 days 00:00:04.676000
825,1886119815460368400,10,Negative,[],2025-03-21 08:02:22.569514,0 days 00:00:02.844000
733,1878101848030392600,2,Irrelevant,[],2025-03-20 11:08:35.091917,0 days 00:00:01.752000
740,1873296707200614700,2,Positive,['Applying double standards to Israel that are not applied to other states (double standard)'],2025-03-20 11:09:54.471762,0 days 00:00:23.758000
742,1817488401970438700,2,Irrelevant,[],2025-03-20 11:09:58.916041,0 days 00:00:02.391000
745,1865463403474481400,2,Irrelevant,[],2025-03-20 11:10:14.649622,0 days 00:00:06.231000
747,1732010421777805600,2,Irrelevant,[],2025-03-20 11:10:21.973960,0 days 00:00:05.513000
748,1838159553080569900,2,Negative,[],2025-03-20 11:10:42.513206,0 days 00:00:20.268000
749,1862306773987742200,2,Positive,['Other'],2025-03-20 11:11:02.909986,0 days 00:00:20.118000
750,1895251361278894300,2,Uncertain,[],2025-03-20 11:11:24.588290,0 days 00:00:21.414000
751,1864918234064949800,2,Positive,['Other'],2025-03-20 11:11:40.340516,0 days 00:00:15.476000
753,1832896855212262000,2,Irrelevant,[],2025-03-20 11:11:46.480522,0 days 00:00:04.290000
754,1846367395453260000,2,Positive,['Demonization of Jews (portraying them as inferior and despicable)'],2025-03-20 11:11:52.334407,0 days 00:00:05.586000
756,1894126645688373500,2,Irrelevant,[],2025-03-20 11:11:55.661578,0 days 00:00:01.450000
758,1855320479449358600,2,Irrelevant,[],2025-03-20 11:12:01.672259,0 days 00:00:02.761000
759,1718162482395750400,2,Positive,['Demonization of Jews (portraying them as inferior and despicable)'],2025-03-20 11:12:12.850023,0 days 00:00:10.833000
761,1824450461069611500,2,Irrelevant,[],2025-03-20 11:12:20.776320,0 days 00:00:01.557000
764,1876303418412925200,2,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-20 11:13:02.917713,0 days 00:00:11.040000
767,1782917671560089900,2,Positive,['Other'],2025-03-20 11:13:23.534074,0 days 00:00:09.397000
770,1798674639553806300,2,Irrelevant,[],2025-03-20 11:13:36.993040,0 days 00:00:05.916000
771,1757935895968366600,11,Irrelevant,[],2025-03-20 13:31:01.357198,0 days 00:00:24.231000
773,1719576151788830700,11,Negative,[],2025-03-20 13:31:13.189907,0 days 00:00:07.164000
774,1886601651961913300,11,Irrelevant,[],2025-03-20 13:31:35.642890,0 days 00:00:22.168000
779,1822191131427230000,11,Irrelevant,[],2025-03-20 13:32:14.831671,0 days 00:00:02.150000
780,1828982585403552300,11,Irrelevant,[],2025-03-20 13:32:26.790070,0 days 00:00:11.730000
782,1881520626395234300,11,Irrelevant,[],2025-03-20 13:32:37.314447,0 days 00:00:02.720000
783,1865505158425444600,11,Irrelevant,[],2025-03-20 13:32:56.002881,0 days 00:00:18.436000
786,1887696017404883500,10,Negative,[],2025-03-21 07:50:31.723875,0 days 00:00:48.554000
787,1786955870959747600,10,Negative,[],2025-03-21 07:50:53.650711,0 days 00:00:21.637000
795,1753239988500943400,10,Negative,[],2025-03-21 07:53:00.401373,0 days 00:00:13.924000
796,1794857368645444000,10,Positive,"['Collective blame of Jews for actions of the State of Israel', 'Comparing Israel and its policies to Nazi Germany', 'Spreading conspiracy theories about Jewish control (power, money, and media)', 'Demonization of Jews (portraying them as inferior and despicable)']",2025-03-21 07:54:00.098771,0 days 00:00:59.302000
797,1822467983966703900,10,Negative,[],2025-03-21 07:54:05.514490,0 days 00:00:05.117000
803,1883846124102115600,10,Negative,[],2025-03-21 07:55:31.488654,0 days 00:00:03.648000
804,1828010654382645200,10,Negative,[],2025-03-21 07:55:41.619510,0 days 00:00:09.857000
805,1882107729248186600,10,Negative,[],2025-03-21 07:55:55.318766,0 days 00:00:13.403000
806,1831199241815118300,10,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)', 'Demonization of Jews (portraying them as inferior and despicable)', 'Collective blame of Jews for actions of the State of Israel']",2025-03-21 07:56:47.855674,0 days 00:00:52.270000
807,1888373835772449000,10,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)', 'Demonization of Jews (portraying them as inferior and despicable)', ""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Applying double standards to Israel that are not applied to other states (double standard)']",2025-03-21 07:57:42.201024,0 days 00:00:54.085000
809,1853953827650887700,10,Positive,"['Blood libels and religiously based antisemitism', 'Collective blame of Jews for actions of the State of Israel']",2025-03-21 07:58:44.829031,0 days 00:00:58.332000
812,1790627113676231200,10,Negative,[],2025-03-21 07:59:45.269095,0 days 00:00:05.103000
813,1878965410445595000,10,Uncertain,[],2025-03-21 08:00:26.336377,0 days 00:00:40.777000
814,1825115515834045000,10,Negative,[],2025-03-21 08:00:32.045311,0 days 00:00:05.448000
815,1836808680655786500,10,Negative,[],2025-03-21 08:00:42.597932,0 days 00:00:10.282000
819,1860886203777618200,10,Negative,[],2025-03-21 08:01:00.466336,0 days 00:00:01.141000
820,1782924539846103300,10,Positive,['Applying double standards to Israel that are not applied to other states (double standard)'],2025-03-21 08:01:25.060321,0 days 00:00:24.288000
821,1859852462175420700,10,Negative,[],2025-03-21 08:01:26.539428,0 days 00:00:01.208000
826,1838931933427823000,10,Positive,['Cynical use of the Holocaust and Holocaust denial'],2025-03-21 08:03:07.523491,0 days 00:00:44.656000
827,1751047531289875000,10,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)', 'Demonization of Jews (portraying them as inferior and despicable)', ""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-21 08:03:35.128195,0 days 00:00:27.337000
828,1868090429113254100,10,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)', 'Collective blame of Jews for actions of the State of Israel']",2025-03-21 08:04:14.315177,0 days 00:00:38.914000
829,1795264563870638300,10,Positive,"['Demonization of Jews (portraying them as inferior and despicable)', 'Blood libels and religiously based antisemitism', 'Collective blame of Jews for actions of the State of Israel']",2025-03-21 08:04:49.462007,0 days 00:00:34.890000
830,1852409123842994400,10,Irrelevant,[],2025-03-21 08:05:13.824435,0 days 00:00:24.105000
831,1829058255269835000,10,Negative,[],2025-03-21 08:05:18.578159,0 days 00:00:04.467000
832,1861907865939689500,10,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)', 'Demonization of Jews (portraying them as inferior and despicable)']",2025-03-21 08:05:47.392858,0 days 00:00:28.486000
833,1806843252286603500,10,Negative,[],2025-03-21 08:05:49.678163,0 days 00:00:01.992000
835,1880768789153002000,10,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-21 08:06:20.898703,0 days 00:00:09.639000
836,1892412534486954500,10,Negative,[],2025-03-21 08:06:33.746857,0 days 00:00:12.581000
834,1854779000000070100,10,Positive,"['Demonization of Jews (portraying them as inferior and despicable)', 'Spreading conspiracy theories about Jewish control (power, money, and media)', ""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Applying double standards to Israel that are not applied to other states (double standard)']",2025-03-21 08:06:10.992360,0 days 00:00:21.014000
837,1833968278240460800,10,Negative,[],2025-03-21 08:06:39.546355,0 days 00:00:05.532000
838,1876803771050721500,10,Negative,[],2025-03-21 08:06:41.786463,0 days 00:00:01.959000
839,1880775626124317200,10,Negative,[],2025-03-21 08:06:43.083604,0 days 00:00:01.015000
840,1796380428632560000,10,Negative,[],2025-03-21 08:06:48.218293,0 days 00:00:04.864000
841,1784449748273078300,10,Negative,[],2025-03-21 08:06:57.339767,0 days 00:00:08.840000
843,1756182327221452800,10,Positive,"['Calling for violence and hostility against Israel', ""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-21 08:07:43.013016,0 days 00:00:19.562000
845,1850762684092096800,10,Negative,[],2025-03-21 08:07:57.559617,0 days 00:00:04.954000
846,1741445946050011600,10,Positive,"['Defaming Jewish symbols', 'Collective blame of Jews for actions of the State of Israel', ""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Applying double standards to Israel that are not applied to other states (double standard)', 'Calling for violence and hostility against Israel', 'Calls for harming/killing Jews']",2025-03-21 08:08:29.718251,0 days 00:00:31.878000
847,1886841504397975600,10,Negative,[],2025-03-21 08:08:40.275633,0 days 00:00:10.279000
851,1793858328290050600,10,Uncertain,[],2025-03-21 08:09:52.637515,0 days 00:00:25.826000
852,1870702177372836000,10,Negative,[],2025-03-21 08:10:00.035903,0 days 00:00:07.135000
855,1794840484168470800,10,Positive,['Cynical use of the Holocaust and Holocaust denial'],2025-03-21 08:10:20.148500,0 days 00:00:15.321000
856,1759365735829340700,10,Positive,"['Defaming Jewish symbols', 'Spreading conspiracy theories about Jewish control (power, money, and media)', 'Calls for harming/killing Jews', ""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Collective blame of Jews for actions of the State of Israel']",2025-03-21 08:11:23.012449,0 days 00:01:02.599000
857,1795087824015728600,10,Negative,[],2025-03-21 08:11:31.019405,0 days 00:00:07.740000
860,1828982585403552300,10,Negative,[],2025-03-21 08:11:40.486524,0 days 00:00:04.209000
861,1794430426372772000,10,Negative,[],2025-03-21 08:11:45.382255,0 days 00:00:04.631000
862,1731542503684497400,10,Negative,[],2025-03-21 08:11:50.523207,0 days 00:00:04.878000
864,1822486202404176400,10,Negative,[],2025-03-21 08:12:04.581228,0 days 00:00:05.296000
865,1884254674259431400,10,Negative,[],2025-03-21 08:12:37.750637,0 days 00:00:32.874000
866,1863921539864785400,10,Negative,[],2025-03-21 08:12:44.460388,0 days 00:00:06.414000
867,1794945715858543000,10,Negative,[],2025-03-21 08:12:59.974470,0 days 00:00:15.255000
868,1886965853209395200,10,Negative,[],2025-03-21 08:13:29.240079,0 days 00:00:28.938000
870,1851796508892631600,10,Negative,[],2025-03-21 08:14:04.416750,0 days 00:00:11.256000
873,1892449898152272000,10,Positive,"['Collective blame of Jews for actions of the State of Israel', ""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Applying double standards to Israel that are not applied to other states (double standard)', 'Calling for violence and hostility against Israel']",2025-03-21 08:15:00.854915,0 days 00:00:33.338000
879,1879273128494592000,10,Negative,[],2025-03-21 08:15:59.917525,0 days 00:00:14.125000
886,1743044545166881000,10,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)', 'Demonization of Jews (portraying them as inferior and despicable)', 'Defaming Jewish symbols', 'Blood libels and religiously based antisemitism', 'Collective blame of Jews for actions of the State of Israel', ""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Applying double standards to Israel that are not applied to other states (double standard)', 'Calling for violence and hostility against Israel']",2025-03-21 08:17:36.863959,0 days 00:00:31.101000
888,1762779083187057200,10,Negative,[],2025-03-21 08:17:43.046027,0 days 00:00:01.697000
889,1877998402652283100,10,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)', 'Demonization of Jews (portraying them as inferior and despicable)', 'Blood libels and religiously based antisemitism', 'Collective blame of Jews for actions of the State of Israel', ""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Applying double standards to Israel that are not applied to other states (double standard)', 'Calling for violence and hostility against Israel']",2025-03-21 08:18:06.911573,0 days 00:00:23.589000
892,1743044541454983200,10,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Collective blame of Jews for actions of the State of Israel', 'Spreading conspiracy theories about Jewish control (power, money, and media)', 'Demonization of Jews (portraying them as inferior and despicable)']",2025-03-21 08:18:57.412644,0 days 00:00:41.717000
894,1807267817148031200,10,Positive,"['Applying double standards to Israel that are not applied to other states (double standard)', ""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Collective blame of Jews for actions of the State of Israel']",2025-03-21 08:19:45.774607,0 days 00:00:36.127000
895,1889491115826389200,10,Negative,[],2025-03-21 08:19:47.701706,0 days 00:00:01.657000
898,1740618948394258700,10,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)', 'Collective blame of Jews for actions of the State of Israel', ""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Applying double standards to Israel that are not applied to other states (double standard)', 'Calling for violence and hostility against Israel', 'Demonization of Jews (portraying them as inferior and despicable)']",2025-03-21 08:21:15.361119,0 days 00:00:33.364000
899,1756078328430436400,10,Negative,[],2025-03-21 08:21:27.894156,0 days 00:00:12.282000
901,1876420358775185700,10,Negative,[],2025-03-21 08:22:14.839683,0 days 00:00:14.853000
902,1854719993427935500,10,Negative,[],2025-03-21 08:22:18.950186,0 days 00:00:03.825000
907,1842120329382244400,10,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)', 'Demonization of Jews (portraying them as inferior and despicable)', 'Applying double standards to Israel that are not applied to other states (double standard)', ""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Collective blame of Jews for actions of the State of Israel', 'Calling for violence and hostility against Israel']",2025-03-21 08:23:09.108679,0 days 00:00:30.029000
842,1795485660616491000,10,Positive,"['Demonization of Jews (portraying them as inferior and despicable)', 'Spreading conspiracy theories about Jewish control (power, money, and media)', 'Collective blame of Jews for actions of the State of Israel', ""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-21 08:07:23.187258,0 days 00:00:25.544000
844,1884074063393661200,10,Negative,[],2025-03-21 08:07:52.311621,0 days 00:00:09.004000
848,1822668032617198000,10,Negative,[],2025-03-21 08:08:41.813225,0 days 00:00:01.258000
849,1728275405218648300,10,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Applying double standards to Israel that are not applied to other states (double standard)', 'Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-21 08:09:17.127258,0 days 00:00:35.039000
850,1856906695059951900,10,Negative,[],2025-03-21 08:09:26.543823,0 days 00:00:09.140000
853,1888674642853806000,10,Negative,[],2025-03-21 08:10:02.446082,0 days 00:00:02.121000
854,1853375766513209900,10,Negative,[],2025-03-21 08:10:04.566838,0 days 00:00:01.800000
858,1803289152521380000,10,Negative,[],2025-03-21 08:11:34.561838,0 days 00:00:03.290000
859,1802339926656287000,10,Negative,[],2025-03-21 08:11:36.016356,0 days 00:00:01.172000
863,1886774149592293400,10,Negative,[],2025-03-21 08:11:58.995008,0 days 00:00:08.166000
