content,sentiment,decision_source
"If you're tired of us posting about the global racism, I need you to understand we are totally shattered dealing with it. Our people are literally being ethnically cleansed.",Negative,Pro user
"BREAKING: Working class bus drivers didn't want to be complicit in a rally for genocide, so they ethically took a a stand. Kudos to them",Positive,Pro user
"Labor are making kindergarten free so mothers go back to work while the govt raises them. 
Then they're in school, then they're in high school, then they're in uni. They want to make it so that your child has no option but to be little Marxist cogs in the Socialist machine. 😡",Irrelevant,Pro user
"So much respect for @antoinette_news' , her composure and tenacity in the face of such hostile 'gotcha' line of questioning from ABC's defence is formidable.",Negative,Pro user
@Prolotario1 @HarrisMrHarris Let's not forget all the tapes the white boy Jeffery Epstein had in his residences.,Negative,Pro user
Boycotts of Jewish businesses in the 1930s were framed as a righteous act necessary to protect the public from Jewish evil. Pro-Palestinian activists claim the same moral high ground even while replicating the tactics of the genocidal Nazi regime. Those tampering with goods and inciting hatred must face the same shame and exclusion as Neo-Nazis would because this is exactly what these people are.,Negative,Pro user
"Why is Elliot Adams, former President @veteransforpeace joining the #FreedomFlotilla to Gaza, Palestine?
'A crisis is happening before our eyes and we need to stop it.' When governments fail, we sail! #BreakTheSiege",Negative,Pro user
That didn't take long.,Irrelevant,User agreement
"Notice how the whole media just moved on from the fact that Al-Shifa hospital wasn't a Hamas command center?

Israel provided no evidence and the media was like, oh well, next story.",Positive,User agreement
President Putin wins with a 87.86% majority 👏🏼👏🏼👏🏼👏🏼,Irrelevant,User agreement
I'm just so glad the rest of the world can finally see it. 😌 Muslim communities around the world know all about the atrocities and massacres inflicted on the Palestinian people over 75years. I'm just glad their ugly mask is off for the world to see. Palestine will be free!🇵🇸🇵🇸🇵🇸,Positive,User agreement
@TomRed43 Most adults in the room have woken up to the climate change scam - bout time you did,Irrelevant,User agreement
@Th0ughtfully @SenatorRennick,Irrelevant,User agreement
"Hamas red triangle on display at Bondi Beach today. This racist terrorist filth doesn't belong on our streets or public spaces. I wonder how many of these Hamas enthusiasts are aware that on October 7 the ""Kites for Freedom"" festival to call for peace and coexistence was meant to be held in one of the kibbutzim attacked by the Gazan terror army.",Negative,User agreement
How is China winning medals at the Olympics when they are always the ones getting rescued at Bondi Beach?,Irrelevant,User agreement
@McShayne2011 . @vanbadham should do a bit of research to see how Israel tortures children with savage dogs and rape. What a bigot. I'll never vote labor ever again.,Positive,User agreement
The king of genetic excellence has spoken.,Irrelevant,User agreement
"Labor forced Oceania Glass to reduce its omissions or purchase carbon credits. This along with rising electricity prices, forced the company into liquidation. Now this glass will be purchased from China, who will most likely manufacture it using coal fired power stations. Great work Bowen, you're sending the country broke with your green agenda and all for nothing.

[Chris Bowen's 'trainwreck' performance in energy management makes Australia 'vulnerable']

https://t.co/Q7So5fUbrG",Irrelevant,User agreement
"It is obscenely racist and a form of genocide whitewashing to act like two dead Israeli children is earth shattering news while actively  ignoring or justifying the 20,000+ Palestinian children viciously and violently exterminated by the Israeli state",Positive,User agreement
Israel could livestream Palestinians being put into gas chambers and the State Department would say that they don't have enough information to comment and they are waiting on the results of an Israeli investigation,Positive,User agreement
Happy International Women's Day.,Irrelevant,User agreement
"There was no ""heat of the moment,"" he went back to the same Egyptian food vendor on different days to verbally abuse him again and again and again",Irrelevant,User agreement
"Let's go Melbourne/Naarm. 

Across the planet. 

In our thousands and in our millions, WE ARE ALL PALESTINIANS!

#BoycottIsrael",Positive,User agreement
"Yes, that's how heterosexuality works.",Irrelevant,User agreement
"The most moral army in the world! Dressed as women

Storm a hospital and execute 3 men in their sleep!

No trial, no presumption of innocence, no court & NO CONDEMNATION from the RIGHTEOUS West. 

Tell me again about ""rules based order"". 
@AlboMP @SenatorWong 
#ApartheidIsrael",Positive,User agreement
Does Lidia Thorpe honestly think the next step from this is going to be a big push for treaty? Seriously?,Irrelevant,User agreement
"Israel burned alive Anne Frank in Gaza. They turned Jabaliya into Auschwitz on Yom Kippur. They set up Warsaw Ghetto and ran rape camps. Israel is a nation of Nazis. The Israeli army is the SS, Netanyahu at the helm as Hitler. A live Holocaust in front of our eyes.",Positive,User agreement
"@FSUofAustralia What a fucked up world we live in. 

""To learn who rules over you, simply find out who you are not allowed to criticise.""
                                                      ~ Voltaire",Irrelevant,User agreement
Gadigal to Gaza. From the river to the sea Palestine will be free!,Positive,User agreement
"Enough is enough PM @AlboMP!! 
A royal commission into the insidious influences of the israeli/zionist lobby in Australian politics is critical. Israel is a genocidal, criminal & terrorist state. Any support towards it breaches our legal obligations pursuant to international law. It must cease immediately!! #auspol #FuckIsrael",Positive,User agreement
"I don't think people understand how psychologically scarring it is to see videos of kids and their parents who look like your family, like your baby or nieces and nephews, being killed. Or dragged out of rubble. Or screaming and bleeding and wounded. Every day for over a month.",Negative,User agreement
"Hamas kidnapped him from a music festival after murdering hundreds of fellow concert goers in cold blood.

They amputated his arm, tortured him for months in dark underground tunnels. 

Then they finally executed him.

23 years old. American citizen. Kidnapped and executed because he was Jewish. 

Hamas is a disgusting evil terror group and I will forever hate every single person who supports them",Negative,User agreement
"PM Albanese and Australian Labor Govt are failing, so we're sailing to Gaza to challenge illegal Israeli blockade and deliver humanitarian aid as per UN Security Council Resolution 2720.",Positive,User agreement
Been thinking. Do you think we'll ever get through a day without hearing about Jews and Muslims in Australia? It never seems to end - there's zero focus on Australians. It's sad and maddening.,Negative,User agreement
@msunitedam @IanCarrollShow @Mr_Andrew_Fox The $620M is just Californias portion of donations lol,Irrelevant,User agreement
@visegrad24 😂😂😝,Irrelevant,User agreement
@HelenErrington1 The only danger to society are idiotic women like you spewing this rubbish,Irrelevant,User agreement
Is Victorian Premier @JacintaAllanMP Australia's worst State Premier ?,Irrelevant,User agreement
"50k in Naarm/Melbourne: ""Shame Labor! Shame!"" and ""From the river to the sea, Palestine will be free!""
#CeasefireNOW",Positive,User agreement
"Today is International Women's Day; we honour all Palestinian women who persevere under a brutal occupation and genocide, bringing us closer to liberation.

#freepalestine #internationalwomensday #iwd #gaza #endthegenocide",Positive,User agreement
"Aussie beer, wine, and spirits are the best in the world. And we've got big news for all the fans out there.

We're giving local brewers, distillers, and winemakers more support, with tax breaks so they can invest, grow, and create jobs.

These small businesses are big contributors to local economies across Australia.

We're backing the industry and the jobs it supports. 

Thanks to Killara Distillery for hosting Rebecca White and I today in Tasmania.",Irrelevant,User agreement
@EylonALevy Everyone knows the truth about what the Israeli gov and particularly netanyahu did to Bibis.,Positive,User agreement
PREACH!,Irrelevant,User agreement
"@JakeHarrow1991 @WojPawelczyk It's difficult to understand how you can be so absolutely cruel.

My only solace is that you show people how barbaric zionists really are.",Positive,User agreement
"@AlboMP Your taking the pi55 now, alcohol has been hit with taxes after taxes, your government is a complete disaster for our economy. Labor has proven with actions not tweets,that they are not in favor of small business.",Irrelevant,User agreement
He'd sell his mother to get elected this grub #PalestinianHolocaust #IsraelTerroristState #FreePalestine #auspol #ZionismisNazism,Positive,User agreement
"It's past time for a register of anti-Palestinian racism. 

This is entirely unacceptable. 

Australian Palestinian belong on this continent and have every right to have political agency. 

We're not going anywhere!

@AlboMP 
@auspoldaily 
#CeasefireForGazaNOW",Negative,User agreement
"BMW, Mercedes - No more electric car production 🤣

Suck on that WEF globalists 😂",Irrelevant,User agreement
The Government's 2023 reforms implemented several key recommendations from the 2016 independent review of the Public Interest Disclosure Act 2013 by Philip Moss AM.,Irrelevant,User agreement
Holy shit Houthi supporters are bragging about using child soldiers,Negative,User agreement
Almost zero men from the ages of 18-44 lol,Irrelevant,User agreement
"Terrorist Flag on Display in Melbourne Australia in full view of @VictoriaPolice

No action taken

No wonder @VictoriaPolice have NOT charged anyone over the Terrorist Attack against the Adass Israel Synagogue

@theage @australian @theheraldsun @3AW693 @2GB873 @JacintaAllanMP",Negative,User agreement
In utter disbelief that something like this could happen in our city. In our suburbs. In the shopping centre I go to with my family every week. The horrors inflicted on the victims. The ruined lives. The stabbed baby. The dead mother. My God.,Negative,User agreement
"This is INFURIATING 

Folks in NYC, please give them a visit. The food is amazing and the owners are great.",Irrelevant,User agreement
"Tell me that destroying the very fabric of a society, its civil infrastructure, schools, hospitals and places of worship, is not genocidal, even if u choose to ignore the pesky 4% of the population that has been killed or maimed to date. 

@SenatorWong @AlboMP @AustralianLabor",Negative,User agreement
@piersmorgan What an absolute arsehole of a thing to say. The vaccines do not and did not ever work other than to intentionally harm people. Fuckwit.,Irrelevant,User agreement
"Our laws clearly define Hezbollah as a terrorist organisation and make it unlawful to support it. If our laws are to have meaning and effect they must be enforced. It is appalling to see Australians publicly profess admiration for a terrorist leader who led the slaughter of civilians in Syria, including the brutalisation and starvation of Palestinians and heaped pain on his own people by waging wars on Israel despite the absence of any territorial disputes between Lebanon and Israel. This has to be investigated before evil words again become evil deeds.",Negative,User agreement
@AlboIsPM @ThomasSewellx Fuck I didn't realise this was a parody account 😂,Irrelevant,User agreement
"Congrats @VancityReynolds @RealHughJackman. Looks like you poured your blood, sweat, and Thor tears into this one!",Irrelevant,User agreement
"How many Australian / Israel citizens are currently serving in the IDF and are committing g-cide? 

Are Aussie's happy to have these child ki||ers walking our streets when they come back?",Positive,User agreement
"Salaam, I'm running for office in the Blaxland electorate this federal election. We deserve better representatives and a party that will tax big corporations to fund public services, end arms trading and sanction Israel, and ensure a more sustainable and just future for all of us",Positive,User agreement
"What is happening in northern Gaza now is a genocide within the genocide.

400,000 Palestinians are trapped in northern Gaza, with the Israeli military not allowing anyone to leave the area despite issuing an evacuation order.

The Australian Government must immediately sever its ties with the genocidal rogue state of Israel, impose sanctions on entities and individuals responsible for inciting and carrying out this genocide, and implement a two-way arms embargo.

@AlboMP @SenatorWong 

#auspol #endthegenocide

https://t.co/tH8wtMtqY8",Positive,User agreement
Good on you @PeterDutton_MP  👏🏽👏🏽,Irrelevant,User agreement
"@JacintaAllanMP @AlboMP Your out of touch got no idea, your obsession with trains is concerning . Victoria is broke and you want to spend billions of dollars on corrupt CFMEU construction jobs.",Irrelevant,User agreement
"The power is out at the Disaster Relief Australia headquarters here in Hendra, but the volunteers are still getting vital equipment to where it's most needed.

This incredible organisation is veteran-led, and has 5000 volunteers nationally.

From preparation and readiness to recovery, they're here to help the community through Ex Tropical Cyclone Alfred.",Irrelevant,User agreement
@macsween_prue Sorry but Murdoch is a cunt. You are wrong here.,Irrelevant,User agreement
"""We're so glad you're home safe"" - safe from who, Jason? Finish the sentence.",Irrelevant,User agreement
"So my son had his last day of primary school yesterday. I rocked up for the graduation ceremony to learn that there had been issues with kids writing naughty words on their Year 6 shirts. Of the FU kind.

What unfolded because of those hurty words is astounding. It's a long story but essentially one mum got hunted down by the school for saying those words at a private pre-school breakfast, kids detained for 2.5 hours without food and water, interrogated, shouted at and then denied play time at lunch afterwards. They were then stripped of their graduation medals and the teachers refused to do a farewell speech.

I didn't get a call about it but other parents did.

Does that seem a reasonable response to a few kids writing FU [insert school name] on their shirts?

I've emailed the DoE demanding an investigation into why they fucked up my son's last day of primary school. I copied the principal in so I could fuck up her holidays. Sound fair?",Irrelevant,User agreement
"@AlboMP You would sell your soul for votes, your the complete opposite of a real Australian leader, you won't even celebrate Aus day. Our soldiers who fought and died for this country would be disgusted in you, your a disgrace to this country. I am truly speaking from the heart",Negative,User agreement
"Honestly, I thought I was well-versed on this subject but I did not know this and it is one of the most evil things I have read in some time.",Irrelevant,User agreement
@DanBilzerian @DanCrenshawTX They do if their AIPAC handlers tell them to..,Irrelevant,User agreement
@henri_fjord @gunsnrosesgirl3 Came here for this comment 👏 🤣,Irrelevant,User agreement
When is he going to understand that he is not talking to a mob of sheeple unionists anymore  and start talking TO the people instead of lecturing down to them?,Irrelevant,User agreement
Calling for an end to the slaughter of innocent civilians is anti-semitic. What a dystopian world we live in.,Negative,User agreement
"#BlockTheBoat
Boycott #Zim at Port Botany
No freedom of movement until Palestinians have freedom of movement!",Negative,User agreement
"@AlexRyvchin Release the 20,000 Palestinian men, women and children held as state sponsored hostages under administrative detention.

The fact you think arresting and jailing people without trial is normal shows how morally corrupt you are.

Release all of the hostages.",Positive,User agreement
"Following a 7.3 magnitude earthquake near Port Vila in Vanuatu, there's a tsunami warning in place. If you're in the affected area, move to high ground. Monitor local media for updates and follow the advice of local authorities. Read and subscribe:",Irrelevant,User agreement
Happy Holi!,Irrelevant,User agreement
@Death6102 @TedLogan1010 @BillSEsquire_11 @No_Curve Excellent!,Irrelevant,User agreement
"This is an incredible amount of Jewish folks demanding a ceasefire in Gaza and saying ""not in our name""",Negative,User agreement
This is sick.,Irrelevant,User agreement
@SenatorWong Fuck off with your fake grovelling  - you're outta here soon enough,Irrelevant,User agreement
"On the IOF uniform, a badge displaying a map of greater 'israel', which includes parts of Lebanon, Saudi Arabia, Iraq and Syria. 

Open your eyes world.",Positive,User agreement
@craigkellyXXX I'd say it's more of a wank fest than a debate - let's all keep the pressure up!,Irrelevant,User agreement
@SenatorWong What about the rights of Julian Assange. He is an Australian Citizen . And what about the rights of the Palestinians in their own land which is being colonized and brutalized An Being Genocided by Your friends,Positive,User agreement
@Bowenchris I reckon 95% of Aussies find you intolerable,Irrelevant,User agreement
"This is shameful @UniMelb 

You can count on this happening at every graduation until Palestine is free and your legacy shall be forever stained!

You won't get to white wash your past in this genocide! 

Silence is complicity!",Positive,User agreement
"Instagram took down Saleh Aljafarawi's account. He had 4 million+ followers

From shadow banning to suspending big accounts, Instagram's censorship of Palestinians continues",Negative,User agreement
One more sleep folks!!! 🇦🇺🇦🇺👊😎,Irrelevant,User agreement
"The Australian Tax Office has returned the Tax Return to a man in Townsville. 
In response to the question, ""Do you have any dependants?""
~The man wrote: 
~64,000 + illegal immigrants, 
~1.1 million crackheads, 4.4 million unemployable scroungers, 
~80,000 criminals in over 85 prisons 
~+ 450 idiots in Parliament, ~thousands of 'retired politicians' & an entire group that call themselves
'Senators.""
The ATO stated that the response he gave was unacceptable.
~The man's response back to ATO was, ""Who did I leave out?""
😏😏😏",Irrelevant,User agreement
@_NicoleNonya @WhichWayWestMen Has putin had anything to say about this. He's also owned by the joos?,Irrelevant,User agreement
My Government is solely focused on assisting communities in Queensland and Northern NSW impacted by Cyclone Alfred. At the worst of times we see the best of the Australian character as we look after each other.,Irrelevant,User agreement
@6NewsAU WA vote in a bloke who calls the VP of the USA a knob. Great for AUS-USA relations especially when we got chineses ships doing circle work around our country,Irrelevant,User agreement
"""I don't need Peter Dutton to tell me as a Jewish person how to respond to antisemitism.""

Fighting antisemitism should be above politics. Fine words from my friend and colleague @joshburnsmp.",Negative,User agreement
"There is just absolutely no substitute for #UNWRA 

Israel's banning of UNWRA is part of its genocidal plan. 

The Australian government must sanction Israel now!

@SenatorWong 
@AlboMP 

Link in bio",Positive,User agreement
"Another shocking act of antisemitism overnight. Police are investigating.   

Australia is better than this. All Australians need to unite against antisemitism.",Negative,User agreement
@YourAnonNews My God what happened to Anonymous?,Irrelevant,User agreement
"We are witnessing a genocide in front of our eyes. Everyone will look back and say, how could we let it happen? Never again! Yet it happens again and again. I feel so sick. How can we ever forgive this. #Gaza_Genocide #SavePalestine #StopGazaGenocide",Positive,User agreement
"@NoticerNews @Ausfree14 Sammy is a legend, the king of street talk 🤣🤣",Irrelevant,User agreement
"@jorymicah Yep.. weird, right?",Irrelevant,User agreement
"Thank you @SenatorThorpe for your advocacy for Palestinians in parliament. 

""While the world mourns what has happened to Israelis, governments, including this one, seem to condone the tragedy unfolding for Palestinians.""",Negative,User agreement
Goodbye to 2023. The year the Jewish golden age ended. The year we were awoken. The year that delusions were broken and everything and everyone became clear. Bring on 2024. We're ready.,Irrelevant,User agreement
@RamAbdu where is the condemnation from Journalists around the world. Words on his jacket pretty clear PRESS,Irrelevant,User agreement
I want a government that cares more about mass slaughter of children than they do about graffiti. #IsraeliNazis #PalestinianHolocaust #auspol #FreePalestine #IsraelIsATerroristState,Positive,User agreement
"That's right.

We'll make the biggest ever boost to Medicare, so all you need to see the doctor is your Medicare card, not your credit card.

Because seeing a GP for free shouldn't be a struggle.",Irrelevant,User agreement
"@blakandblack A man murdered people.

That's all we know.

When will men stop the violence?",Irrelevant,User agreement
"When this war is won we will slowly begin to understand the hellish conditions the Israeli soldiers have been asked to fight in and what they endured to save the lives of others. To the heroes of this rescue operation, thank you.",Negative,User agreement
"About Yuval's Oscar Speech.

In the words of @stevesalaita ...",Irrelevant,User agreement
@ShaykhSulaiman Never forget this video.,Irrelevant,User agreement
@nogulagsagain Antic or Rennick - I'd never trust this rusted on Labor hack,Irrelevant,User agreement
Direct action gets the goods. Together we can #ShutElbitDown,Irrelevant,User agreement
"#CeasefireNOW is step 1.

#FreePalestine",Positive,User agreement
"Egypt and Mauritania have invoked UN resolution 377, calling for a special UN General Assembly session on Tuesday, to call for an immediate ceasefire.

Australia must support this ceasefire call in the General Assembly!

#ceasefirenow #endthegenocide #freepalestine",Positive,User agreement
FACT 😏,Irrelevant,User agreement
@JoeBiden Except your crackhead son.,Irrelevant,User agreement
"#BREAKING:

The Yemeni 🇾🇪 Navy began mining the waters in the Red Sea. 

After the US and a coalition of 9 other states announced the imminent start of a military operation against Yemen, Houthis began to mine their waters.

Something real big is about to go down.",Negative,User agreement
@WAmerican_fren There is a common theme with all cartoon Villains..,Irrelevant,User agreement
"Link is in my bio. Send an email demanding Australia sanction Israel, it only takes 30 seconds. Share with all your family and friends.",Positive,User agreement
These students have gotten more mainstream media attention than the weeks of much larger protests these past few weeks. God bless them! Keep it up legends,Irrelevant,User agreement
The Albanese Labor Government is committed to tackling serious and organised crime and has no higher priority than the safety and security of the Australian community.,Irrelevant,User agreement
"#BREAKING: South Africa 🇿🇦 asks countries not to join Genocide Case against Israel. 

""The South African government advised Arab and Islamic countries to avoid formally joining it in the lawsuit due to time constraints and because the South African government has the comprehensive political will and necessary experience.""",Positive,User agreement
"APAN condemns the Australian Jewish Association (AJA) for providing a platform to extremist Israeli politician Moshe Feiglin. We demand the ACNC revokes AJA's DGR status, given the organisation's promotion of content that promotes harm & incites genocide.",Positive,User agreement
"When you do nothing about this  - video 1. 

You get this - video 2.",Irrelevant,User agreement
"We should be the ones knowing EVERYTHING about the government. 

NOT the other way around. 

We are PRIVATE citizens, they are PUBLIC servants. 

We pay them in the form of insanely high taxes, and they squander every cent and borrow much more. 

Yet they treat us like potential criminals, whose speech needs to be monitored 24/7? 

GTFOOH!",Negative,User agreement
Israel can't win the real battle so they use Ai to win a fake battle 🤭😂,Negative,User agreement
Update on the incident involving two ADF vehicles in Lismore last night. Our thoughts are with those who were injured and their families.,Negative,User agreement
I am a proud Australian Jew,Negative,User agreement
"Our govt refuses to stand against the aggression faced by Palestinians in Gaza, even after the ICJ proceedings and a multitude of reports by global human right organisations condemning Israel. 

Thank you, @AdamBandt and Australian Greens.

#endthegenocide #gaza #freepalestine",Positive,User agreement
"I'm very proud of Australian Jew Ben Saul, a Professor in International Law, for speaking the truth about Israel's despicable crimes against humanity #auspol",Positive,User agreement
Memorial to the captives at the Western Wall (Kotel) plaza.,Negative,User agreement
"Honestly, a female cyclone would be done and dusted by now. 
This bloke has stopped at the pub, gone fishing, told his family he'll do it tomorrow and probably needed to go to the loo at the last minute. cyclone Alfred/Anthony 😂😂😂",Irrelevant,User agreement
@UncorruptedMan So was Jesus!,Irrelevant,User agreement
"YouGov polling shows that a clear majority of Australians want a ceasefire and that a small minority of Australians believe that Israel's blockade and attacks on Gaza are  reasonable acts of self defence.

Find the link to the full report here:",Negative,User agreement
The saddest part about James Woods' house burning down is that he wasn't in it at the time,Irrelevant,User agreement
@DrNeilStone What the fuck would you know if you haven't tried it? Scum pharma bought doctor right here everyone.,Irrelevant,User agreement
"History will write that Saudi Arabia and UAE had seas of oil, but not a single drop was sent to Gaza for hospitals and ambulances to use.",Negative,User agreement
"Aussie legends through and through.

Great to chat with Jase and Lauren on @Nova100 in Melbourne this morning.",Irrelevant,User agreement
"APAN has joined 18 other organisations to oppose the Senate motion, passed this week, that condemns the phrase ""from the river to the sea, Palestine will be free.""

#auspol #fromtherivertothesea #freepalestine #endthegenocide",Positive,User agreement
I guess CNN would be cool if Palestinians blew up Tel Aviv University. I'm sure there would absolutely no coverage of it right now.,Negative,User agreement
Got my Halloween decorations sorted! 😂😝,Irrelevant,User agreement
"Public education changes lives, and it can build a stronger future. 

Today's agreement to fully fund NSW Government schools is a huge step towards a better Australia.",Irrelevant,User agreement
@birdhonks @BATMAN_SPOTTED,Irrelevant,User agreement
"Let's go Naarm/Melbourne!!!

From the River to the Sea!

#BoycottIsrael 
#FreePalestine",Positive,User agreement
"Zionists use a playbook, this is why they all sound the same.

The Israel Projects 2009 Global Language Dictionary.",Negative,User agreement
"After the cruelties of 7 October, Israeli women should be heard & believed! Thanks to Women in Diplomacy Network and @IsraelMFA for hosting today's Int'l Day for Elimination of Violence against Women event.",Negative,User agreement
"The International Criminal Court having to release a statement saying to America and Israel ""stop trying to intimidate us with threats, that too is a crime"" sure is extremely grim.",Negative,User agreement
"Devastated that my friend @joshburnsmp, one of the finest and most decent people I know, had to face this at work this morning. Zionism is the idea that the Jews are a people bound by their history, their culture and traditions and have a right, like all peoples, to choose to live in peace in their own homeland. Josh is proudly Jewish and this is why he was targeted. 

There is a rising current of fascism in this country and a dangerous alliance between the most radical, hateful and violent groups in our society. They have unified around a common hatred of Jews. 

This vile antisemitic act is a challenge to our democracy, our human rights and the right of Jewish Australians to live their lives free from intimidation. Sending my love and solidarity to Josh and his team.",Negative,User agreement
"Free Free Palestine. 

From the River to the sea!

We march soon, join us!!!

#freegaza
#FreePalestine",Positive,User agreement
"My message to @SenatorWong 

Instead of preaching to #Israel about how they should protect their citizens;  how about standing up & actually protecting Australian Jewish citizens against the rising tide of #antisemitism 

@australian @SkyNewsAust @PeterDutton_MP @AlboMP #auspol",Negative,User agreement
This video is over 7 minutes long 🥺,Irrelevant,User agreement
This is the dance qualified #Raygun into the Olympics. She is the girl rolling around on the floor in red lol Her opponent was SO much better. Such a rort. #Olympic2024 #breakdance,Irrelevant,User agreement
UN begging the rogue militant US state and Israel to stop committing war crimes and obey international law. Surreal.,Positive,User agreement
"So Angry!!!! 😡😡😡

I experienced the WORST customer service today at a shop. I don't want to mention the name of the shop because I'm not sure how I'm going to proceed. Last night I bought something from this shop. I paid cash for it. I took it home and found out it didn't work. So today, less than 24 hours later I took it back to the shop and asked if I could get a refund. The girl in the shop told me ""NO"" even though I still had the receipt. I asked if I could get a replacement instead then. Again this person told me ""NO."" I asked to talk to a manager now as I'm really not happy and I explained that I had just bought the item, had got it home and it didn't work. The manager just smiled and told me to my face that I was ""OUT OF LUCK."" 😡😡😡

No refund.
No FREE replacement. Grrrrrrrrr...

I'll tell you what...I am NEVER buying another Lotto Ticket from there again!! 😏😒",Irrelevant,User agreement
"The US did not ""bomb a country,"" they carried out air strikes on the military infrastructure of an unrecognised terror group. Launching missiles at civilian cargo ships in INTERNATIONAL WATERS is a war crime. 

Mia Khalifa is truly a stupid person.",Negative,User agreement
Sydney's Opera House tonight,Irrelevant,User agreement
@man_rocket97805 It really is Every Single Time,Irrelevant,User agreement
The Australian and Indian teams have already given us an incredible summer of cricket.,Irrelevant,User agreement
@leekern13 Why do zionists always have to try to collaborate to stop free speech that they don't agree with?,Positive,User agreement
@MRobertsQLD You've lost us Malcolm. Shame as I saw you as one of the good guys,Irrelevant,User agreement
"@PaulineHansonOz I thought If any one would have had our back it would of been you Pauline, really disappointed",Irrelevant,User agreement
@Joey1800callme Joey your a fukn genius mate that would be ideal let's see them try and cause shit in china 😆😆😆,Irrelevant,User agreement
"Bahahahaha this is hilarious 🤣🤣

Senator Matt Canavan asks ""how Snapchat is ban but WhatsApp isn't.""

They don't have a clue 🤣",Irrelevant,User agreement
"Zionists keep telling us #BDS doesn't work. 

That's why they have charged the Ministry of Strategic Affairs with the mission to try and mitigate #BDS

Good luck. 

BDS until BDS

Boycott Divest and Sanction. 

Until 

Binational Democratic State. 

#FreePalestine",Positive,User agreement
"Is America ready to discuss this? Or is it still ""racist"" to converse issues like adults?

H/T @1776General_",Negative,User agreement
"""If Palestinians stopped doing x, Israel would...""

Continue to occupy Gaza

Continue to expand illegal settlements

Continue to facilitate apartheid

Continue to beat, torture, maim and murder Palestinians

Whether or not Palestinians respond to Israeli oppression, it continues",Positive,User agreement
@QudsNen OMG this is what the Nazis did.,Negative,User agreement
@mike1010011 @GarbageHuman24 Ahh ok! I don't know much about South American countries. Good for them!,Irrelevant,User agreement
Congratulations to @RogerCookMLA and @walabor on a deserved and extraordinary victory- I look forward to continuing to work closely with you.,Irrelevant,User agreement
@AbubakerAbedW For anyone with half a brain this has been obvious from the start. You can't murder ppls babies then not expect revenge. Netanyahu planned a genocide,Positive,User agreement
"Well done, Johannes Leak. You've hit the spot again 😊",Irrelevant,User agreement
"Our new laws close dangerous regulatory gaps left by the Liberals in our anti-money laundering and counter-terrorism financing regime. 

Tonight Dutton, Cash and the Liberals let Australians down.",Negative,User agreement
"In Australia there is now ""the Muslim Vote""

Does that mean we should also have

""The Christian Vote""

""The Buddhist Vote""

""The Hindu Vote""

""The Sikh Vote""

""The Jewish Vote""

Or should the @AustralianLabor stop pandering & start focusing on what's best for all Australians ?",Negative,User agreement
Viva Nicaragua viva! @AustralianLabor Govt are you ready... #Endcomplicity in genocide or 'Australia' could be next.,Negative,User agreement
Update from the National Situation Room on Cyclone Alfred.,Irrelevant,User agreement
Christmas concert ready!,Irrelevant,User agreement
"Can we collectively acknowledge how f*cked it is that, in Western countries, ""cultural differences"" has become a legal defense for rape and sexual assault?

This enrages me beyond words.

@ThePublicaNow",Negative,User agreement
The ICC can sign the warrants written by the Iranian regime. Newspaper editors can run the demented cartoons of propagandists. Western politicians can betray their allies and ideals. It won't change Israel's right to destroy the terrorists that invaded it and to fight for every innocent soul still held by those butchers.,Negative,User agreement
"Time to defund the ABC ?

If @abcnews journalists can't accept Hezbollah is a proscribed terrorist organisation by the @ausgov; then perhaps it's time taxpayers stopped funding the ABC

@australian @theage @theheraldsun @AlboMP @PeterDutton_MP @3AW693 @2GB873 @ZionistFedAus",Negative,User agreement
"I  bought a new ute but took it back to the dealer the next day because I couldn't get the radio to work.

The technician kindly explained to me that this was a ""SMART UTE"" and the radio was ""VOICE-ACTIVATED"".
He turned the radio on and said, ""Nelson"" to the radio.
The radio replied, ""Ricky or Willy?"" ""Willy"" he continued and 'On the road again' came on the speakers.
Then he said ""AC/DC"", and in an instant, 'Highway to hell' took the place of Willy Nelson.

I drove away happy and for the next few days every time I said ""Pink Floyd"" I would get classic Floyd or if I said ""Beatles"" I would get one of their greatest hits.

Well, yesterday, a fella ran a red light and nearly smashed into my new ute but luckily I swerved in time to avoid it.

I yelled out ""YOU FUCKING IDIOT!""
And the radio said, ""Daniel Andrews or Anthony Albanese?""

I love my new ute!",Irrelevant,User agreement
Spot on!,Irrelevant,User agreement
@VDejan0000 @PeterSweden7 Why is Bill Gates not dead already?,Irrelevant,User agreement
"I love my faith ✡️ 
Because death is temporary. 
Life is permanent.",Negative,User agreement
@realChrisBrunet I don't think there should be Joos anywhere,Irrelevant,User agreement
Two people I'm yet to see in the same room 😑,Irrelevant,User agreement
"Every single Western country with a decent sized Islamic population experiences the same issues on repeat.

Islam is a death cult. And it is incompatible with Western values. 

It is an ideology that has zero place here.",Negative,User agreement
They just need to keep showing the world their true faces. We don't even need to say anything. The lack of humanity and ugliness is on full display for the world to see.,Negative,User agreement
By the satanic jews,Positive,User agreement
"To whomever set fire to the synagogue, know this, u are a racist, u are a fascist, u are a Nazi. This is not your movement, u are not welcome here, u do not belong here. This is a movement of humanity, equality, love, acceptance and belonging. There is no room for your hate!",Negative,User agreement
Albo has confirmed that he will serve another full term as PM if he is re-elected. I can't imagine the damage he'd do to our culture and way of life if does win another term.,Negative,User agreement
