content,sentiment,decision_source
You've got to be kidding me..,Irrelevant,User agreement
"Tampering with Coco Pops and Huggies in a supermarket is not legitimate protest. Targeting a store where hundreds of Jewish Australians shop each day is not legitimate protest. It is yet another attempt to intimidate our community, make us feel alone and attacked, thereby driving a wedge between us and our fellow Australians. It is bad enough they have drained our state budget with weekly pro-Hamas marches, degraded our universities and hijacked our cultural institutions. Now they're targeting families shopping in supermarkets. We must all respond to this low bigotry by standing together and sending a message to the extremists that this nonsense does not belong in our peaceful country.",Negative,User agreement
NYC,Irrelevant,User agreement
https://t.co/d7o10Ai9Fr,Irrelevant,User agreement
"Where is the press gallery/political leaders hysteria over ""faith groups  dictating Australian politics""? 

Or is it only reserved for groups like the Muslim Vote? Only a threat when Arabs and Muslims coordinate their votes & campaign?",Negative,User agreement
@_ClaireConnelly Labor you are enabling  Genocide and are disgusting and you are not my Labor,Negative,User agreement
"""Albanese you're a liar. We demand a ceasefire.
Frank Lowy we know you. Coloniser through and through. 
Netanyahu hear us say. Palestine is here to stay.""
Sydney Town Hall 🇵🇸❤️🖤🤍💚
Protest against Australian PM @AlboMP at the 2023 #LowyLecture
#CeaseFireNOW
#StopArmingIsrael",Positive,User agreement
@CNviolations,Irrelevant,User agreement
"""Jewish leader Robert Gregory told Sky News that political activism does not belong on flights as people head off to enjoy their holidays.""

Genocide is so inconvenient when you're trying to holiday in peace🙄",Positive,User agreement
"Your boos mean nothing, we've seen what makes you cheer.",Irrelevant,User agreement
@MurrayWatt That your Dutton dirt for today? You're pathetic,Irrelevant,User agreement
"@HenMazzig Again, ur being disingenuous. Israel has 10,000+ Palestinian men, women & kids as young as 12 who hv been taken & put thru unfair military trials, held in solitary confinement & held unjustly vs Israelis who r put thru regular courts. 

THIS is why Oct 7 happened.",Positive,User agreement
@DavidPocock Did you watch all of it or just the legacy media video?,Irrelevant,User agreement
Marching for Palestine! On Swanston St now. ✊🇵🇸,Negative,User agreement
"Yesterday he was ""SHEIKH ALBO"" today he's ""GAYBO"" wtf is wrong with this dikhead. What an embarrassment to our country this weasel is.",Irrelevant,User agreement
"Ex-Tropical Cyclone Alfred has been downgraded, but very serious risks remain - flooding, strong winds, and heavy rain continue across southeast QLD and northeast NSW.

Please continue to follow official advice. Stay inside, and look after one another.

My government has your back, and we are with you every step of the way.",Irrelevant,User agreement
"Not a relation of mine, but bang on the fucking money.",Irrelevant,User agreement
"Around the world and here at home, our government will always stand up for Australian jobs and Australian industries. 

The US decision to impose tariffs on Australian steel and aluminium as part of a global decision is unjustified.

As with the other products and resources that Australia has, we will continue to diversify markets for our products which are in demand globally.

All Australians can join this effort and support our industries by taking the opportunity to buy Australian.",Negative,User agreement
This is horrific.,Irrelevant,User agreement
"Join me in supporting the Demand Australia Sanctions Israel now, campaign.

It takes 30 seconds to complete.",Positive,Pro user
"""The Palestinians must be given back their homeland""
- Australian PM, Anthony Albanese",Negative,Pro user
"Kick Streamer Prime bumps into White people on purpose and asks them what are they going to do 😳""F*ck White people, I'm not moving for no white people""",Negative,User agreement
"2023 named hottest year on record as scorching temps sweep Aust. Climate Council. 
Anybody who has the capacity for critical thinking cannot believe that nonsense. Winter was cold & summer has been occasionally really hot but mainly normal summer weather.",Negative,Pro user
Today I met with Ella and Daniel in Tel Aviv. Both had family members taken as hostages by Hamas terrorists on 7 October 2023. 467 days later they speak for all of us when they demand the return of all hostages to their families. The ceasefire must make that a reality.,Negative,Pro user
"The Greens will keep Dutton out and stop his Trump-style politics coming here, but that's not enough.In minority government, the Greens will get Labor to take real action on climate, housing and cost of living.",Negative,User agreement
@swathi_soren @DrLoupis @DMichaelTripi They profit off the degeneracy while degrading the moral fabric of society.,Irrelevant,Pro user
@jokes_kidding @karaokecomputer Now think of what Palestinians have been experiencing for 75+ years!!,Negative,Pro user
"Dr Umar explains why he left Islam 😳""Why do i need to learn the Arab language to worship God""",Negative,User agreement
"This is a mosque. A house of worship. Imagine if it was a synagogue. Imagine the outrage then.

Israel has bombed 59 mosques in Gaza since October 7",Positive,Pro user
"@SenatorPayman Thanks honourable Senator. Shameful silence of your Labor colleagues surely means it's time to leave the party and be on the right side of history.
From the river to the sea, Palestine will be free!",Positive,Pro user
@medeabenjamin Is there any politicians in USA that support and represent the USA citizen? Free Palestine,Negative,Pro user
"You're literally posting photos of people washing clothes and people bathing in the ocean after Israel bombed the living hell out of their neighborhoods and killed their families.

Gaza is a coastal strip. They aren't chilling at the beach, that's where they were displaced to",Positive,Pro user
Lmfao. What home? The one y'all stole?,Irrelevant,Pro user
"@EstrogenBlood @suseyblue @TullipR @Kelechi65512 @theyasminbenoit @PrideInLondon Yes, it's cruel because you have no idea of his situation or his feelings. Your feelings don't trump his.",Irrelevant,Pro user
@zeee_media @AlboMP Yeah! What she said! Fuck you Albo - can't wait till you're put out to pasture,Irrelevant,Pro user
Everyone has a stake in defending humanity and dignity and Palestinian liberation is tied to disability justice.,Negative,Pro user
"Poor form from sky news peter stefonovic during an interview with a young aboriginal man. It was a blatant set-up, but we've become accustomed to the gutter 'journalism' from the Murdoch sewer. I hope peter sleeps well at night for humiliating the young man unnecessarily. PIG!! #auspol",Negative,Pro user
"@Wordsarewordz Exactly how is religion done in Israel, Natalie?
Her white mimicry is exceptional.",Negative,Pro user
"The attack on the Allawah synagogue overnight is a sickening and unacceptable act of antisemitism.

Police are investigating.

As my colleague Linda Burney has rightly said - we cannot let cowards in masks divide us.",Negative,Pro user
Please help the #FreedomFlotilla sail! For more information and donate options:,Irrelevant,Pro user
@JacintaAllanMP Free free free free free free free free free free free jacinta fuk off we've had a gut full of you socialist  pricks,Irrelevant,Pro user
"@aziz0nomics ""They""

Your comment is just as antisemitic because there are a ton of Jewish people on the right side of history condemning Israel, John.",Negative,Pro user
"Anthony Albanese was out strolling one morning along the harbour pathway near Kirribilli House in Sydney when he tripped, fell down the bank and landed in the water below.

Before the Security detail guys could get to him, 3 kids who were fishing pulled him out of the water. 
 
He was so grateful he offered the kids whatever they wanted. 
 
The first kid said, 'I want to go to Movie World in QLD'
Albo said, 'No problem, I'll take you there on my special Prime Minister's airplane.'

The second kid said, 'I want a new pair of Speedo 'SHARK' bathers.'
Albo said, 'I'll get them for you, and even have Ian Thorpe sign them!'

The third kid said, 'I want a motorised wheelchair with a built in TV and stereo headset!' 
 
The PM was a little perplexed by this and said, 'But you don't look like you're handicapped.' 
 
The kid said,'I will be after my dad finds out I saved you from drowning!'",Negative,Pro user
Israeli prison guards fractured both arms of this child during beatings. This report also alleges prison guards urinate on handcuffed prisoners. Like I said. They just show us everyday who they are. This apartheid regime needs to be dismantled for the sake of humanity.,Positive,Pro user
@TAbreu24 @OliLondonTV Not all Muslim women wear veils,Irrelevant,Pro user
"Am I the only one baffled by Roxanne Gay's affirmation that ""Israel has a right to defend itself"" ... am I missing something here?",Negative,Pro user
"There's a concept known as ""erasive antisemitism"" whereby Jews are written out of their own story and reimagined as something totally different. They're no longer a distinct ethnic group with a particular history. They're remade as white, rich and powerful so that you don't need to take racism and violence against them seriously and they can be cast as oppressors rather than oppressed. But writing them out of the Holocaust is an extraordinary leap.",Negative,Pro user
"Dear @AlboMP and @SenatorWong 

Israel is not a ""normal"" state.

The UN is telling you that Israel is firing upon its team. 

It's time to sanction this rogue, apartheid state!

Send an email to your MP demanding sanctions. Takes less than 30 seconds.",Positive,Pro user
@keithbarry1959 Nope he was a Zionist. Oops,Negative,Pro user
Australians would pay more under Peter Dutton.,Negative,Pro user
"Opera House protest was vile #antisemitism 

Whether protestors said ""Gas the Jews"" or ""Where's the Jews"" is irrelevant because both are abhorrent

Further it is uncontested they said ""F-ck the Jews"" & burnt the Israeli flag

Hate is Hate

Time to own it",Negative,Pro user
"That's an amazing accent, wonder where this genocidal settler was born?",Negative,Pro user
"The bullet that ""found its way to a 3 or 4 year old young lady"" according to one journalist. 

The reality:",Negative,Pro user
"""All colonised people see themselves in Palestine. They see some aspect of what was done to them, in Palestine. And all colonisers see themselves in Israel.""",Positive,Pro user
Something definitely shifted today.,Irrelevant,User agreement
"This demon, who famously said humans are 'hackable animals' and that 'the era of free will is over' is... you guessed it. Jewish.",Positive,User agreement
Just now: Slave meets with his masters,Irrelevant,User agreement
IDF soldiers when they're told that they have to fight against trained armed combatants instead of children and old women.,Positive,User agreement
"Bradley Martyn asks Dan Bilzerian if another race was in control would the world be better 😱😱""There is a problem with Judaism""""Christians want people to be Christian, Muslims want people to become Muslim....J*ws don't try convert, they believe they are superior""",Positive,User agreement
This is such predictable bullshit. The USA & Israel created ISIS to scare the West into hating Muslims so they can keep mass murdering Muslims in the Middle East to steal their lands and resources. It's time to wake up to the Zionist's tricks.,Positive,User agreement
8th week of these Sunday rallies. People still turning up for Palestine! ✊🇵🇸,Negative,User agreement
This is not about online safety for children.,Irrelevant,User agreement
"Houthis have likely sunk a British ship, lol.They're reportedly using submersibles just like we say in the black sea.Not so funny now is it NAFO?",Negative,User agreement
@MastSydney @MalurusSally @DaveMilbo Every human rights organisation on the planet is wrong and a anti-Semite.Only you are right. Got it.,Negative,User agreement
"Trump is waging a war on women, immigrants, and the truth; running a toxic campaign to soothe his hurt ego and enrich himself and his billionaire mates.He's willing to burn democracy to the ground to make it happen. We can't let this become the new normal.",Negative,User agreement
The Nazi scum killed 28 million slavs but there's not a single Russia/Soviet holocaust museum. Why is that?,Negative,User agreement
Australia is a country where we hire Indian Immigrants into Government..Only to tell us we have too many white people in positions of power.Would an Indian migrant be able to go to Africa and tell Nigeria they've got too many Blacks in positions of power...?Oh and he gets paid 400k per year.,Negative,User agreement
Tate's best tweet.,Irrelevant,User agreement
BREAKING NEWS: ISIS is attacking PMF positions all over Anbar in Iraq. ISIS lost a lot of men in the process.This is proof that ISIS is simply US SpecOp.,Negative,User agreement
Thank you to the organisers What Were You Wearing and particularly Martina and Frankie who led the Melbourne march today.,Irrelevant,User agreement
@AbujomaaGaza Another one in the North.,Negative,User agreement
"On the voting machines in California, Trump doesn't even appear on the first screen as an option for President.You have to click 'more' to be able to vote for him.Have you ever been around an elderly person? Many won't even know to do that.@elonmusk",Negative,User agreement
"Dan Bilzerian explains how he got red pilled about the J*wish Supremacy 😳""The are owners of all the p*rn sites""",Positive,User agreement
Boycott the anti-Canadian Traitors at Singh Hortons Part 2 thread:,Negative,User agreement
The ICC decision regarding Israel lacks a sound basis in law and sadly shows the court has become politicised.Australia should reassess our involvement with the court.,Negative,User agreement
"Everyday Aussie: I will never own my own homeGovt: bro I swear he didn't mean to say that about JD Vance. He never says stuff like that man, it was just a mistake",Negative,User agreement
And I am FROM Gaza was in Gaza just before October 7  yet I only got a couple of short news interviews and certainly no panel invites and no room to offer analysis. Just the same old show us your dead and dying human stories... also I was dropped after being invited on 7:30... twice. To add salt to bias several reporters wasted my time with very long interviews that never saw the light of day. This while my family was literally being chased by the bombs. @ABC #mediabias #gaza #israel #media,Negative,User agreement
I would like to presume that everyone knows that 'they' cut off the water in Pacific Palisades to prohibit anyone from putting those fires out. So now you know this was intentional for very nefarious reasons. 2025 came in with an apocalyptic bang. And we are only on day 8.,Negative,User agreement
"4/6 Israel clumsily weaponised rape claims, choosing to launch in the lead up to Int Day for Elimination of Violence against Women. Its campaign was cringe worthy, lead by fascist warmongers, heavy handed, a disservice to victims of rape everywhere. #israel #palestine #Gaza",Positive,User agreement
@luanaxbelle @PopCrave Where does it say he was in Israel?Does that make it ok to kidnap someone?,Negative,User agreement
"By putting more Greens MPs in Parliament, we can keep Peter Dutton out and get Labor to act on the cost-of-living crisis.Change is possible, but you have to vote for it.",Negative,User agreement
"Clive Palmers new Party Key Policies:1. Cutting Government Waste (DOGE)2. Reducing Immigration3. Gender Policy: Recognition of Two Genders4. Addressing Cost of Living5. Support for Families and Food Security 6. Free Speech and Democracy7. Banning Trans Athletes8. Recall of Kevin Rudd as U.S. Ambassador9. Economic Nationalism10. Opposition to ""Woke PoliciesAnything missing that you would like to see implemented?",Negative,User agreement
@JustinWelby I'm a green Orthodox Christian Palestinian. We had 32 family members that lived in spring shejaiya Gaza. All have been killed. They had a lineage dating back to Jesus Christ.My government and everyone who could help abandoned them. I work in the Jewish communities and my best friend is Jewish.....but because I'm a Palestinian. I'm a terrorist anti-Semite until I explain myself...... How am I going to explain to my daughters about what happened and the racism the planet subjected us to?I need to find meaning in life again.... I forgive you Father..... Pray for the children on all sides..... Pray it's a quick death without suffering..... I know no one is going to stop this.,Negative,User agreement
@BenMFreeman SO Israel is a theocracy??? Not a democracy ??,Negative,User agreement
"""Brutally assaulted""",Irrelevant,User agreement
If workers in these sectors all went on strike at once you can bet that despite the housing crisis being supposedly too complex to solve overnight the politicians and the capitalist class would give it a red hot go. If only we had the kind of union movement that would do that.,Irrelevant,User agreement
"Theo Von says he gets an Evil vibe from Netanyahu 😳""That's the same shit H*tler would've said""",Positive,User agreement
"😭😭""Would you let a j*w work out in your gym without paying if he said the membership was promised to him 4000 years ago""",Positive,User agreement
Fucking twat.,Irrelevant,User agreement
"Thousands out for Palestine in Naarm/Melbourne for the 24th Sunday (almost) in a row. 'In our thousands, in our millions, we are all Palestinians!' ✊🇵🇸",Negative,User agreement
How to ruin Keanu Reeves.,Irrelevant,User agreement
"Nick Fuentes: ""We must have a second American revolution from the Jewish mafia and the state of Israel""🔥🔥🔥NOW YOU ARE TALKING BROTHER.",Positive,User agreement
"Without diversity, Israel will not survive.",Negative,User agreement
"Dan Bilzerian tells Bradley Martyn how J*ws Pitted everyone against each other 🫣""It's black against white, man vs woman, it's easier to rule when people are at odds""",Positive,User agreement
"Sporting clubs are at the heart of communities across Australia.

We're proud to back them.

Great to have a hit with some rising hot shots at Epping Tennis Club.",Irrelevant,User agreement
"Taxing big corporations to make public education truly free will be on the table in a minority Parliament.Last time, the Greens saved families thousands by getting dental into Medicare for kids. Now we want to ease the pressure further.",Irrelevant,User agreement
"When Donald Trump was elected, the Greens said he would be a threat to peace and democracy.His threat to take over Gaza earlier today is proof of that.This is wrong, it's illegal, and it's the end of international law.",Negative,User agreement
Young White couple is attacked by a gang of foreign black men. We shouldn't be forced to live like this.,Negative,User agreement
🚨BREAKING: Moira Deeming is set to return to the Liberal Party room following a successful vote for her readmission.23 YES4 NO,Irrelevant,User agreement
This you.....a doctor....... supporting genocide?,Negative,User agreement
HUGE and growing crowd out in Naarm/Melbourne for Palestine again today. ✊🇵🇸,Negative,User agreement
"""Hamas radicalizes their kids to hate and kill Jews""No. It's the opposite. Every Israeli accusation is a confession.",Positive,User agreement
"Why is it illegal to do a DNA test in ""Israel?""",Positive,User agreement
You can literally see the yarmulke imprint on his head. 💀,Irrelevant,User agreement
"Hero wipes out baby killing psychopaths.Rest In Power, sir.",Negative,User agreement
https://t.co/Wmhou2b19K,Irrelevant,User agreement
"If Adolf Hitler had a Twitter account, his bio would say ""Apparently, I'm Far-Right. Love my country. True patriot. Adult human male"".",Negative,User agreement
"Supporting volunteers is an essential part of dealing with the climate crisis while we stop new coal and gas.We need to do that rapidly, but the climate crisis is already here and there's no time to wait.",Negative,User agreement
"Videos are coming out of Rafah today with beheaded babies. This is deplorable. We must demand an end to this genocide, stop all trade, divest and recognise a Palestinian state",Positive,User agreement
https://t.co/RfOPsjrebM,Irrelevant,User agreement
@EylonALevy ISRAEL is the middle east leader of sex crimes and paedophiles.Google it. Every statement is a confession. Prove me wrong.,Positive,User agreement
Sinwar was a Samurai.,Negative,User agreement
"Dan Bilzerian and Bradley Martyn talk about the H*l*caust 🫣""The numbers simply don't add up""""There were no death camps""",Positive,Pro user
AJA calling for deportations of Australian citizens who hold dual citizenship.Let me remind everyone that the AJA is. CHARITY.  What bloody right do they have to even dare threaten our country & its people?,Negative,Pro user
Almost the entire world came out to praise Sinwar. The rats came out to mock or condemn him.The lines have been drawn.,Negative,Pro user
Iceland is now antisemitic.,Negative,Pro user
Starmer says that he won't be told what to do by foreign billionaires...,Negative,Pro user
"Dan Bilzerian says he is not cutting the J*ws any slack! 🫣😳""I look at who pushes the problems in the world and can't ignore that it's always J*wish""",Positive,Pro user
Israel has once again won the English election.,Negative,Pro user
@JacintaAllanMP @JacintaAllanMP fine. No masks.  If we get doxxed by the Australian Jewish association.... Can we sue you for putting us in danger? Seems like doxxing laws were made to protect the pro ICC wanted war criminal Netanyahu group.,Negative,Pro user
"The Jewish people have destroyed the Yemeni people's oil refinery. This will lead to 10s of thousands of deaths.Destroying civilian infrastructure is their speciality.Well, unfortunately for them the neck of the world is also within Yemen's reach.",Positive,Pro user
Wtf is he doing here exactly?? Can I brief journalists and politicians too?,Negative,Pro user
"I was banging on the Prime Minister's, Penny Wong's and other Cabinet Minister's doors for MONTHS saying exactly this and was told to ignore it and toe the line.When I could no longer do that, I spoke out. For that I was ostracised, booted from the Party and labelled a rat. 1/5 🧵",Negative,User agreement
"""I'm a White person and i think mass immigration is heckin awesome""",Negative,User agreement
"This is Greg Lansky, owner of BLACKED. A pornography site that promotes White women having intercourse with black men. He is also jewish.",Positive,Pro user
When a Palestinian scores a goal for their national football team no one cries or scowls or boos or protests despite October 7 and the decades of war and terror inflicted by Palestinian leaders and terrorist groups. When an Iranian weightlifter wins gold no one thinks about the regime's persecution of the B'hai. They admire a strong athlete. But when a 20 year old Israeli sings in a song contest people hope she suffers some ritual humiliation and then have the audacity to claim the moral high ground.,Negative,Pro user
"@david_r_morgan @AFpost Joseph Goebbels knew the definition of a decent Jew.. 

A Jew is a Jew is a Jew is a Jew.",Positive,Pro user
"I am suing the State of Victoria, @VictoriaPolice 

@VictoriaPolice's ongoing failure to uphold the law has made ALL Australians less safe

@australian @SkyNewsAust @theage @theheraldsun @9NewsMelb @7NewsMelbourne @abcmelbourne @JacintaAllanMP @PeterDutton_MP @AlboMP @3AW693",Negative,Pro user
@ZounaidOsman They are only educated on hate against anyone who is not Zionist particularly Palestinians.,Negative,Pro user
London 🍉,Irrelevant,Pro user
"@6NewsAU Kicking out the greens is a huge win for society, next stop let's boot that scum Adam bandt out.",Negative,Pro user
@noble_x_x Did anyone expect anything other than this. Sometimes I think Trump is the Antichrist then I look at Kushners eyes and think that's a demon for sure. They're Jewish. The world is fucked. Don't care that I'm a black piller. The ppl need to rise up,Positive,Pro user
@MRobertsQLD @RobertKennedyJr Keep up the pressure Malcolm - it's definitely an SOS situation!,Negative,Pro user
"@haaretzcom While you're at it, why don't you trial the ones you killed these 4 Palestinian boys who were playing soccer on a Gaza beach before the IDF navy blew them up in front of international journalists.

Israel admitted it then exonerated those responsible. Like always.",Positive,Pro user
"Shameful dehumanisation from ""our"" @abcnews. The othering and dehumanisation of the ""Arab"" by mainstream media is complicity 101!",Negative,Pro user
"Israel cannot claim the right of self-defence against an armed group that has emerged from within the territory it occupies.  - Francesca Albanese @pressclubaust  

@franceskAlbs",Positive,Pro user
"🇮🇶 BREAKING: Iraq responds 

Islamic resistance in Iraq official to Washington Post:

""All the U.S. interests in the region are legitimate targets and we don't care about U.S. threats to respond.""",Negative,Pro user
"Nah, you all just burn people instead.",Irrelevant,Pro user
"Today, I was taking a stroll, minding my own business, as is my want. A vehicle, windows menacingly tinted, pulled up alongside me. The windows rolled down revealing a cadre of clamorous youths. The driver called out to me. Words now and forever etched in my consciousness. ""Hey Alex, do you have matzah for Passover?"" 

These past seven months I have seen every side of my community. I have spoken to thousands of members throughout our country, of all backgrounds and denominations. I have heard their stories, fears and hopes. It has restored my energy on difficult days and nourished my soul. Most of all, it has filled my heart with love and pride for belonging to a people marked by optimism, goodness and strength. 

Today was another peculiar episode in a time when nothing is predictable but it left me feeling an even deeper bond with my people. Thank you, friends. Chag sameach.",Negative,Pro user
@ShaykhSulaiman How much truth is there to this?,Irrelevant,Pro user
"""Antisemitic rioters""

It's literally a bunch of Jewish folks calling for an end to genocide as they calmly chant in a circle",Negative,Pro user
"I'm sitting with my sister at her farm in northern NSW, and she just now got a call from the Red Cross asking for donations. This was my sisters reply:

""When you find the hostages in Gaza, we'll donate.""",Negative,User agreement
"Flags flying over Federation Square in a show of solidarity with the people of Gaza and Palestine.

#FreePalestine #Ceasefirenow #standwithpalestine",Positive,Pro user
@man_rocket97805 Sold his soul for a few shekels.,Negative,Pro user
"I said this ages ago and got flamed for it -

These people are deliberately referred to as ""Asian"" because nobody is allowed to call out their actual ethnicity and/or religion. That would be ""racist"", you see.

""Asian"" makes us think of Japanese/Chinese/Korean etc, not brown Muslims.

People try to insist that, because Pakistan etc are part of southeast Asia, the term ""Asian"" applies.

But really, everyone knows exactly why they're referred to this way. And it's got fuck all to do with the continent where a country is located.",Negative,Pro user
"United States of Israel ✡️

USA has fallen",Positive,Pro user
Government ramming through its social media ban for under 16s (with help from the opposition) requiring all Australians to verify their age or identity to access social media. Concerned? You should be. Because Aussies are given only 24 hours to voice their concerns! Shameful,Negative,User agreement
@pepedownunder @truthseeker0779 The great awakening is happening thanks to people's like you T 👍🏼,Negative,Pro user
"Minister of War of Israel: 

""If we cannot eliminate Hamas, we will not be able to live in Israel.""

Me: My guy, better start packing and get them one way tickets to Poland. ✈️",Negative,Pro user
#FreePalestine,Positive,Pro user
jewish couple rents a hotel room and gets cooked by IG comments,Negative,User agreement
A lot of your celebrated White Feminists real silent about the thousands of women murdered in Gaza.,Negative,Pro user
25 million views. The world is waking up to your crimes @Cobratate,Negative,Pro user
"@orenbarsky @SMohyeddin You condone burning alive innocent men, women and kids strapped to an IV in a hospital grounds.

Yet you cry over your Ancestors being burned alive in ovens.

You have no humanity, Oren",Positive,Pro user
@TheRISEofROD Gentile sacrifice is one of their favourite pastimes.,Irrelevant,Pro user
"Just a reminder that the AUSTRALIAN PRIME MINISTER, won't celebrate AUSTRALIA DAY, but he's been to every Mardi Gras, celebrates lunar new year, slaps a turban on his head and celebrates the Indian Sikhi community. WHO CAN VOTE FOR A PM THAT ISN'T PROUD OF OUR FLAG 🇦🇺🇦🇺🇦🇺🇦🇺.",Negative,Pro user
My neighbors just found out I was Palestinian and ask me to let them know about the next protest. Little bits of solidarity in a sea of devastation.,Negative,Pro user
Jane Hume repeated this lie this morning on ABC RN.,Irrelevant,Pro user
"APAN President Nasser Mashni on ABC radio this morning, speaking about the government's announcement of a special envoy for antisemitism.

#auspol #endthegenocide",Negative,Pro user
"In this last week of Parliament, Labor could be working with the Greens to wipe student debt, make GPs free, and put dental into Medicare. Instead, they're working with Dutton to gut our environment laws.In a cost of living crisis, Labor's priority is to send a species extinct.",Negative,User agreement
"Labor and its elites are already talking about making  ""misinformation"" a crime. 
So who is going to be my judge, jury & executioner on whether my comments are crimes? 
We must fight hard to hold on to our freedom of speech & also the right to be wrong, sometimes.",Negative,Pro user
"""There is no place for political violence in our democracy"". Right @BarackObama, that's why you and your like export it to Gaza and mass murder innocent civilians.",Negative,Pro user
History will write that the free people had more morals than most leaders across the world.,Negative,Pro user
"@esilacSynohtnA I'm loving how we can be open about it now 🤣 I used to be a bleeding heart leftist til I lived in a housing commission area surrounded by abos. House broken in to, windows continually being smashed. No help from the police. Cunts",Negative,Pro user
"Melbourne, Australia - anti-Israel protestors surround pro-Israel supporters in CBD chanting ""All Zionists are Terrorists"" whilst @VictoriaPolice watch on

If Australians chanted ""All Muslims are Terrorists"" they would be arrested; yet when Jews are targeted, no one is arrested !",Negative,Pro user
"This was the exact question NOT to ask Norman Finkelstein. Anyone familiar with his work, family history, or how he has spoken about it knew he was going to slam dunk on Piers with this gotcha question",Negative,Pro user
"Yes obviously the timing is disgusting but can you all stop pretending they need a distraction in order to continue killing Palestinians? It's been four fucking months of this and nobody has stopped it, our *attention* does fuck all.",Positive,Pro user
@PPC4Liberty,Irrelevant,Pro user
These last words and goodbyes from journalists and people in Gaza are shattering. They will continue to haunt us for the rest of our lives.,Negative,Pro user
"@leekern13 Why Oct 7 happened?

Kahanism
Racism
Caged checkpoints
Settler attacks
IDF raids & violence 
Killing with impunity
Kidnappings
Home invasions
Insufficient legal rep
Admin detention
Solitary confinement of kids
Land, sea & air blockade
Military incursions
Apartheid law
Occupation",Positive,Pro user
@PoliBard Ha ha she is uniquely Australian for sure - I love her!,Irrelevant,Pro user
@herodfel @ASIOGovAu I understand that. I just see it as very hypocritical. There is evidence of war crimes being committed so I'm just curious how this applies to Australian citizens who participate in foreign wars and commit war crimes. Are they any consequences for them?,Negative,Pro user
"2025 Resolution - Say Goodbye to Australian Greens

@Greens are NO longer an environmental party 

@Greens have become a party of anarchists 

@Greens have sowed seeds of division & hate, with social cohesion in Australia now severely fractured

2025 time to say Goodbye to Greens",Negative,Pro user
"The Albanese Government has outlawed doxxing - the malicious release of personal information - with serious criminal penalties of up to 7 years imprisonment.

Labor is delivering real action to keep the community safe.",Negative,Pro user
One of the best signs of the protest,Irrelevant,Pro user
Rally and march in Boorlo/Perth. Thank you @MehreenFaruqi & @SenatorJordon & @Greens for your humanity and unwavering solidarity with the Palestinian people and calling out cowardly Aust Govt that abstained on #UNGA call for #CeasefireNOW 🇵🇸,Negative,Pro user
"Dana Alshear is a Palestinian in Australia on a visa

She has seemingly used her time in Australia to lead protests including the encampment at @UniMelb that saw classes canceled & the Arts West building closed

Is the type of person you want @Tony_Burke to let into Australia ?",Negative,Pro user
"Merry Christmas, Australia.",Irrelevant,Pro user
"@barrystantonGBP Hard dill to swallow. 
Easy for some.",Irrelevant,Pro user
"No one gives a fuck, you barbaric genociders",Positive,Pro user
"All of a sudden, SHAUN JOHNSON is now my favourite #NRL player. Viva Shaun Johnson. #FreePalestine #BoycottIsrael #BoycottIsraeliSupporters #BoycottIsraeliProducts #auspol",Positive,Pro user
"@SkyNewsAust DJT doesn't like woke leftards and weak politicians, clearly albo falls into that category",Irrelevant,Pro user
"Netanyahu will repeat the same mistakes as Hitler did during WWII, when he opened multiple fronts in the war without having a plan on how to finish it.",Positive,Pro user
"Prime Minister @AlboMP is the first leader of a Western nation to be referred to the International Criminal Court as an accessory to #genocide in Gaza.

APAN throws its support behind the work of the 100 lawyers backing this case.",Negative,Pro user
"For our advocacy to be effective, it needs to be guided by the Palestinian people and shaped by events on the ground in Palestine. 

APAN's work, and the work of our community rest upon five key guiding principles. 

Access this resource on our website -",Negative,Pro user
If you believe this you need to be under a conservatorship,Irrelevant,Pro user
"@ParmisLJavan @EylonALevy Do you think these boys should ever forgive Israel for using them as human shields in March 2023, 7 months before Oct 7?",Negative,Pro user
"Australia 🇦🇺 has been under ""foreign interference"" 🇮🇱 for decades. 

All our politicians past and present should be convicted of treason.",Positive,Pro user
"@ThatTylerPopp @Megatron_ron Exactly, Netanyahu will never stop. Anyone saying he wants to negotiate is a liar or blind.",Negative,Pro user
@WhiteAusZoomer The cops are Jewish now. They're trying to get me coz  I'm anti govt jewish bullshit.  Solicitor says they're fykd but jews do what they want. They can lock me up for 5 yrs. We need to eradicate these people from our society.  It should halve happened. Uncle H w as too lenient,Negative,Pro user
@WhiteAusZoomer How do we fight them? I've been telling ppl a d they don't get it or care. It's doing my head in,Negative,Pro user
Taiwan beat China at the Olympics but they can't even show their own flag because the incel Chinese nationalists might have their feelings hurt,Negative,Pro user
"I regard you as the best Barrister in Australia. I'm honoured you've offered to assist me (as you always do). One of my tasks for tomorrow reads: ""call Phillip Boulten SC to brief him in my case against Murdoch, Bolt & Co"". Mr Christopher Parkin barrister, was briefed today as your junior. I appreciate you #FreePalestine #auspol",Positive,Pro user
@madwixxy What is not normal is GENOCIDE and it is happening now . So much for christian values .,Positive,Pro user
"Dear PM @Albo & FM @SenatorWong, this is what leadership & decency sounds like.",Irrelevant,Pro user
"@vintagejoehill @BonsaiSky The area of Gaza is 50% children under 18. They can't import their own products without Israeli oversight, which includes any real ""war"" materials compared to Israel, the 17th most powerful army in the world.

In a ""war zone"". Suuuuure",Negative,Pro user
