text,label
تهانينا لفريق محافظة #حمص على تتويجهم بكأس الجمهورية في كرة القدم للسيدات فوز يعكس تفوقهم واستحقاقهم بهذا اللقب المهم #كرةالقدمسيدات,Irrelevant
"في حوار سياسي وفكري مع وزير خارجية #إبخازيا إينال أردزينبا ألقى الرئيس #بشارالأسد ضوءًا على رؤاه وتصوراته حول العديد من الموضوعات السياسية والوطنية والإنسانية وتناول الرئيس الأسد في حديثه أهمية كرامة الدول والشعوب، مشيرًا إلى الثمن الباهظ الذي يدفعه الأشخاص والمجتمعات من أجل",Irrelevant
بتعكر بس اسمعن طبعاً ما بسمعن الا بالصدفة,Irrelevant
عزّ الشرق أولهُ دمشق مدينة الأصالة والتاريخ والجمال. #دمشق #سوريا,Irrelevant
عزّ الشرق أولهُ دمشق مدينة الأصالة والتاريخ والجمال. #دمشق #سوريا,Irrelevant
عاجل حريق ضخم في مخيم محمد الحسن في زحلة قرب مفوضية شؤون اللاجئيين. كثرت في الأيام الأخيرة التعديات على السوريين في لبنان وتتزامن هذه الأحداث مع ارتفاع وتيرة التصريحات من قبل السياسيين اللبنانيين والتي كانت بمثابة تهديد وتشبيح ضد السوريين مثل تصريحات سمير جعجع الأخيرة. #لبنان,Irrelevant
كنا نتمنى ان يكون هذا الاجماع الوطني والثوري والمدني بعد وفاة الفريق محمد فارس ان يكون في حياته لما كان الذي نحن فيه الان فما ينقص ثورتنا هو قاءد يجمع عليه الجميع ليقود شعبنا الى بر الامان رحم الله الفريق محمد فارس النصر لثورتنا كفاح حتى النصر,Irrelevant
"""لا تنتظر جبراً من احد الجبّار يسمعك.""",Irrelevant
""" .. معركتنا مفتوحة ، ولن نهدأ ، و سيندم المحـ.تل على كل قطرة دم زاكية أريقت .. "" الشيخ الأمين #أكرمالكعبي أعزه الله #نهضةبركان #نجباءالمواقف",Irrelevant
كلامك صحيح فيما يتعلق بالجمهوريات لكن بالمقابل هل رأيت ملكية لها مشروع واضح والأهم هل هناك ملكية واحدة قادرة على الاستمرار لولا إنها تحولت إلى محميةوهي اليوم تستجدي المزيد من الحماية! إذا كانت الجمهوريات تحولت إلى جمهووراثية وهذا صحيح فإن الملكيات باتت محميات,Irrelevant
"هل لك سر مع الله؟ الدكتور اسماعيل لطفي رئيس جامعة جالا في تايلاند يفجر مفاجأة جامعة ""جالا"" تأسست بنفقة من بائع "" مساويك "" في الرياض اسمه عبد الله البحصلي من ٤٠ عام . صاحب الصورة هو الدكتور اسماعيل لطفي فطاني رئيس جامعة جالا و من رواد الدعوة في دولة "" تايلاند . كان",Irrelevant
نائب وزير الخارجية والمغتربين بسام صباغ يؤكد لنائب المفوض العام لوكالة الأمم المتحدة وتشغيل اللاجئين الفل..طينيين في الشرق الأدنى الأونروا دعم سوريا لعمل الوكالة وتقديم كل التسهيلات اللازمة للوفاء بولايتها. #الأونروا #سوريا #التعاونالدولي,Irrelevant
توضيح بخصوص الأطفال الذين هم بحاجة لعمليات زراعة الحلزون .. نسأل الله شفاءً عاجلاً قريباً لكل طفل وعوناً وصبراً لأهاليهم..,Irrelevant
"نجم منتخبنا الوطني #عمرخريبين يتواجد ضمن فريق الأسبوع في الجولة العشرين للدوري الإماراتي الممتاز، على الرغم من خسارة فريقه الوحدة أمام عجمان بهدفين مقابل هدف. يُذكر أن عمر سجل هدف الوحدة الوحيد ليعزز بذلك صدارته في جدول ترتيب هدافي الدوري الإماراتي الممتاز برصيد 14 هدف.",Irrelevant
"رحل اليوم عن عالم الفناء شيخنا المجاهد والعالم العلامة عبد المجيد الزنداني اليمني الأصيل في #اسطنبول بعد رحلة علم وجهاد قضاها بدعم ومساندة كل قضايا العالم الإسلامي، عرفته في #أفغانستان مع الشهيد عبد الله عزام رحمه الله، مجاهداً، وداعماً لإخوانه في كل مكان.. أسس جامعة الإيمان في",Irrelevant
اللي عم يصير ع تويتر بهالفترة بخجل اكتر شي بشع هو لما المعجب بيصير ولاءه اعمى بدون تفكير الفرق انو قبل كانت الناس تحترم بعضها هلا لافي احترام لبعض ولافي احترام للفنانين وكله صاير ناقد فني وبيفهم وبعد كل قلة الأدب اللي بيحكي فيها بيقلك كل انسان حر برأيه وإنه رأيه,Irrelevant
بتصدقي دانا بشوفها ممثلة أقل من عادية وروزينا وهيا مرعشلي افضل منها,Irrelevant
شكرًا جدًّا عهالحلقة يا غندور غدر الصحاب الدحيح,Irrelevant
من مراسم تشييع رائد الفضاء اللواء الحر محمد فارس رحمه الله في #اعزاز,Irrelevant
"عندما يرحل الشرفاء الأحرار تخرج الناس كلها في جنازاتهم ، وعندما يرحل العملاء والمرتزقة فلا يترحم عليهم أحد! رحم الله اللواء #محمدفارس #اعزاز",Irrelevant
#خاص نجم نادي #بوكاجونيورز الارجنتيني وصاحب الاصول السورية #كيفنزينون يعتذر رسمياً عن تمثيل المنتخب السوري بالفترة القادمة. التفاصيل كاملة بالفيديو على قناتنا على يوتيوب. #KevinZenon,Irrelevant
"#حقيقة الدول لا تأخذ قيمتها ووزنها وتأثيرها على المستوى الإقليمي أو الدولي من خلال تاريخها ولا مساحتها الجغرافية ولا ثرواتها ولا تعدادها السكاني. من يمنح قيمة للدول هم أنظمتها السياسية وقوانينها، لذلك ماليزيا وسنغافورة الفقيرة الموارد تحولت لدول محترمة عالميا بينما فنزويلا و",Irrelevant
السفارة الأمريكية في سوريا تعزي عائلة و أصدقاء اللواء محمد فارس عبر صفحتها الرسمية وتعتبر ان رحيله خسارة كبيرة للعالم أجمع,Irrelevant
لا يستبعد أن يكون الحريق مفتعل #لبنان #زحلة,Irrelevant
We Love USA Thank you very much for your condolences to the Syrian people,Irrelevant
اضحك مع الطنط الحزبلاتي #حسينمرتضى #حزبالله,Irrelevant
دفن في سوريا حيث أراد سوريا التي عشقها من الفضاء وثار لأجل عزتها وكرامتها حين قررت لفظ الخسيس عن ترابها.. إلى رحمة الله يا أبوقتيبة #محمدفارس,Irrelevant
اللهم اغفر له وارحمه واعفو عنه واجعل الجنة مثواه العلامة الشيخ #عبدالمجيدالزنداني علم إسلامي وداعية رباني . عزاؤنا للشعب اليمني والعالم الإسلامي .,Irrelevant
"أولا العلويون ونأسف لاستخدام مصطلح طائفي هم الأكثر تجهيزا وتسليحا في #سوربا وهم بسيطرون على #دمشق والساحل و #حمص حتى لو سقط النظام ، ولو فكر بعض المتطرفين باستفزازهم سيرتكبون مذابح بحق أناس أبرياء في دمشق والساحل وحمص. ثانيا بشار لن يسقطه السنة بالطبع وهو في حال سقوطه سيكون",Irrelevant
لقد بدأت بالفعل باختيار فريق عمل سوريا الحره الجديده أناس أكفاء و ثوريون أصيلون و عيونهم و نفوسهم شبعانه و أبناء عز و شرف وكرامة و عملوا و سيعملون لسنوات دون أن يتقاضوا شيء بالمقابل الكثير منهم من الداخل السوري عيني دائماً على سوريا سنصنع سوريا تليق بأن يفتخر كل سوري بها,Irrelevant
"وفد طبي سعودي يستقبل أطفالاً سوريين صُمّاً في الأراضي التركية، من أجل إجراء عمليات زراعة حلزون لهم، وذلك برعاية منظمة الأمين للمساندة الإنسانية",Irrelevant
"اليوم مقتطفات من تشييع جنازة فقيدنا اللواء محمد فارس رحمه الله، في مدينة أعزاز شمال سوريا.",Irrelevant
الأمم التي تعيش في القاع تطن أن الجميع يتآمر عليها. الأديب السوري محمد الماغوط,Irrelevant
مشهد مهيب لاجتماع الآلاف من السوريين لصلاة الجنازة على فقيد سوريا اللواء محمد فارس رحمه الله.,Irrelevant
صلاة الجنازة على فقيد سوريا اللواء محمد فارس في مدينة أعزاز بريف حلب الشمالي.,Irrelevant
"We are so proud in every honest effort to every human in the world No matter we said his name directly or not As,we by our side are so proud for being us a real friends of the USA People and administration and so proud in the current leadership of the USA The people we",Irrelevant
لا تصدق نصف ما ترى و كل ما تسمع.. المتنبي,Irrelevant
سبب دمار العالم الاسلامي... اذا لماذا المملكة دعمتهم وقلبتهم على بلدانهم في سورية ولبنان والعراق؟!,Irrelevant
#عاجل مقتل 3 عناصر من #الحرسالجمهوري وإصابة آخرين إثر استهداف الياتهم العسكرية من قبل التنظيم في بادية #السخنة بريف #حمص الشرقي والطيران الروسي يشن عدة غارات جوية في المنطقة #سوريا #البادية #الميليشياتالإيرانية #ديرالزور #التحالفالدولي #قسد #ايران #حزبالله #البوكمال,Irrelevant
#كمينالعلم .. ابداع فلسطيني في مقاومة الاحتلال المقاومة مستمرة حتى زوال الاحتلال..,Irrelevant
الداخل فيها مفقود الخارج منها مولود,Irrelevant
"امريكا دولة عظمى تتحكم بالعالم بأكمله البارحة و اليوم و يوم غد هذا الشيء لن يتغير ، اذن التاريخ سيذكر انها هذه الدولة قامت بالتعزية باللواء محمد فارس بينما ثلة من المجرمين المتحكمين بمؤسسات سوريا لم ينعوه حتى و أزالوا كل ما يخص انجازاته من المناهج الدراسية الرسمية .. هنا يكمن",Irrelevant
"مهم لمن يهمه الامر رياضي ببلدنا ، عفكرا تطوير ودعم رياضه هو مشروع وطني كبير لمن يعرف يستثمر بهِ وهو يدعم الاقتصاد .. منذ زمن ونحن نطالب ب وزارة للرياضة في سورية مستقلة بدلاً من الاتحاد الرياضي العام #سوريا #رياضة",Irrelevant
رحمة الله عليه و كل الاحترام و المحبه للصدق و الروح الثورية التي لم تفارقنا,Irrelevant
نائب رئيس حزب الشعب الجمهوري أكبر أحزاب المعارضة قال إنهم مستاؤون من رؤساء بلدياتهم ممن أزالوا اللافتات العربية بعد تسلمهم مهامهم الجديدة مؤخراً طبعا لهذا التحول في الخطاب أسباب كثيرة أشرحها لاحقا لكن ما أود قوله الآن إن ورقة السوريين ستختفي تماما من التجاذبات السياسية في تركيا,Irrelevant
ما اختلفنا بس مشروع دعم رياضة هو يدعم اقتصاد مو متل هلق الاتحاد الو ميزانية محدودة بيصرف ومافي مدخول لانو مافي دعم من أصل شوف بعض دول كيف تستثمر بالرياضة,Irrelevant
تشبيح الأمنيين الملثمين التابعين لعصابة النصرة على أبناء الثورة في #إدلب #الجولاني,Irrelevant
رد عليي وهو عم يحضر المباراة شو يعني,Irrelevant
فرق كبير بين جنازة تأتي إليها الناس محبة وطوعاً لتلبية واجب إنساني وثوري وبين جنازة يساق إليها المشيعون كُرهاً لتأدية العار الإجرامي والتشبيحي. وشتّان بين من تحمله أيادي الطهر وبين من تحمله أيادي العهر. الصورة اليوم بالشمال السوري من تشييع اللواء #محمدفارس المنشق عن عصابة الأسد.,Irrelevant
"ما أفسده برشلونة و السيتي ، يُصلحُه إنتر #InterMilan #انترميلان #ForzaInter",Irrelevant
على ما اعتقد انه من الصعب ان يكون هناك بث دائم 24/24 عبر يوتيوب لان تلفزيون سوريا يبث مسلسلات محمية ولها حقوق ام انكم وجدتم حل لهذه المشكلة التي بالتأكيد ستواجهكم ؟,Irrelevant
الحب يلي بعيونكم يكفي وهو لبس غريبا على شعب هو من أحب الشعوب على قلوب السوريين . شكرا للشعب السعودي الحبيب ولحكومة المملكة على دعمها اللامحدود ل #سوريا . وشكرا للأطباء السعوديين ومركز الملك سلمان . مواقف السعوديين ستبقى محفورة في قلوب وذاكرة السوريين #سوريا #السعودية,Irrelevant
وزير خارجية الجولاني يدير اعمال هيئة تنجيس الشام من مشيخة قطر,Irrelevant
"مررين الخط بالقامشلي، بعدين الخط يبلش من البصرة، وين قطر والامارات في الموضوع",Irrelevant
الله أكبر... شاهدوا هذه الحشود الضخمة غير المسبوقة التي زحفت من كل المحرر لتودع جثمان رمز عزيز على قلوبنا. اللواء محمد فارس رحمه الله.,Irrelevant
أحبهم فأحبوه ..وأحبه ربه فحبب فيه خلقه..,Irrelevant
مشهد مهيب من تشييع غير مسبوق لزمز عظيم من رموز ث رتنا.,Irrelevant
إنها المحبة وحدها التي جعلت هذه الحشود تزحف لتشييع رمز عرفت فيه الصدق وحرقة القلب.,Irrelevant
رحمة الله عليك يا أبا قتيبة الغالي.,Irrelevant
رحمك الله يا أيها الحر النبيل.,Irrelevant
بوابة المدور في #قرطبة التي أنشأها الأمير عبد الرحمن بن معاوية مؤسس الإمارة الأموية في #الأندلس على غرار بوابات #دمشق . #قرطبة #الزهراء,Irrelevant
للأسف صرنا بزمن صار ينقال فيه عن قلة الأدب رأي شخصي,Irrelevant
",شاذين نفسياً و عقلياً و جنسياً لا يُجرم بهذا الشكل إلا شاذ خذوها قاعده و حقيقه علميه",Irrelevant
صباح الخير شعب مابيستحي كيف بيستغل بغضه بأجار البيوت والله بتستاهلو شوييصير فيكم هنن نفسهم يلي موعاجبهم الوضع وبينتقدو الحكومة وبده يطلع عل لبنان او اربيل او اوروربا الله لايوففهم يلي بيرفعو الاجارات وبيستغلو الناس,Irrelevant
لا ليس عملاء لإسرائيل بل عملاء لبريطانيا امهم,Irrelevant
ربما لأحدكم دعوة لا تُرد لذا استحلفكم بالله الدعاء لوالدتي بالشفاء العاجل و تمام العافية اللهم اشفها شفاءاً لايغادر سقما هي وجميع مرضى المسلمين اللهم أذهب البأس رب الناس اشفها وانت الشافي لا شفاء الا شفاؤك,Irrelevant
لا لا ابدا من مسج واحد رد,Irrelevant
ربي يكرمك و يجبر بخاطرك اخي فادي,Irrelevant
الله يعافي قلبك و يخليلك اهلك و حبابك,Irrelevant
الله يعافيك و ما تشوف شر بغالي يا رب,Irrelevant
لاحولاة ولاقوة الابالله العلي العظيم عل هيك تحليل,Irrelevant
لما تكون حافظ مو فاهم قسما بالله شغلة,Irrelevant
"الحرص على ضم قطر والإمارات إلى مشروع ""طريق التنمية""، إلى جانب كل من العراق وتركيا خطوة صحيحة في طريق صحيح؛ خطوة ستكتمل بانضمام السعودية وبقية دول مجلس التعاون الخليجي، وستؤدي مثل هذه الخطوة المطلوبة، في حال تحققها وتوفر الجدية، إلى إعادة التوازن الاستراتيجي إلى المعادلات",Irrelevant
آمين يا رب العالمين و يخليلك اهلك و حبابك,Irrelevant
مشهد مهيب لحشود كبيرة من الأحرار السوريين في تشييع ودفن جثمان فقيد سوريا اللواء محمد فارس رحمه الله.,Irrelevant
صباحك خير النفط ليش من مؤشرات التضخم انما المتحكم بأسعار النفط بيانات متعدد ثانية سلاشل التوريدات المشكلة كانت مؤقته بسبب ازمة باب المندب وانحلت واستقرت سلاسل التوريدات طبعا هي بتاثر عل التضخم مؤقتا تأثير مرحلي اما بيانات التضخم بامريكا واوروبا نحن مالها تأثير علينا,Irrelevant
نحن تجارتنا مع اادول العربية والصين ومعدلات التضخم فيها ثابته بل بالعكس تماما الصين خفضت سعر الفائدة وثبتته يعني معدلات التضخم منخفضة بس كيف بدهم يبررو عدم قدرتهم بضبط سعر الصرف,Irrelevant
فعلا مرسيدس الجديدة اسوء جودة مرسيدس القديم مافي مثله,Irrelevant
والله قلتلكم انو السبب الرئيسي كان لدهب الاحداث الحيوسياسية في الشرق الاوسط,Irrelevant
الوعد الصادق القصيدة التي ألقاها قائد الثورة الاسلامية ألإمام الخامنئي دام ظله عشية عملية الوعد الصادق ضد الكيان الصهيوني,Irrelevant
هناك لقاءات لا تحصل إلا بهروبنا منها وبعض الأحلام لا تتحقق إلا إذا أسقطناها من حساباتنا..,Irrelevant
اسرائيل الاب بريطانية الام وما بينهما الاطفال والاحفاد,Irrelevant
#الشمالالسوريالمحرر كلمة الشيخ محمود. حشمة رئيس رابطة علماء السادة النعيم ومفتي جنديرس اثناء تشيع جنازة فقيد الثورة اللواء محمد فارس في مدينة اعزاز,Irrelevant
تحية لفن الإبداع والتراث السوري منحوتات ولوحات جدارية تزين #نفقالمواساة بمعالمنا الأثرية محاكاةً تاريخنا العريق وهويتنا الفريدة رسالة جمالية وثقافية تجسد تلاحمنا مع تاريخنا وتراثنا الغني. #سوريا,Irrelevant
الله يخليلك اهلك و حبابك و يسمع منك يارب,Irrelevant
"في مثل هذا اليوم، قبل عام، توفي محمد قنوع.",Irrelevant
معرض الصادرات السورية #إكسبوسورية 2024 في شهر أيلول مبادرة مهمة لتعزيز الصادرات وتعزيز الاقتصاد المحلي شكراً لجهود اتحاد غرف الصناعة السورية وشركاء التعاون على تنظيم هذا الحدث الهام #سورية,Irrelevant
مشروع #الوردةالشامية في سانريمو 2024 يأخذنا في رحلة فنية وثقافية مميزة يجمع بين التراث السوري ورونق #إيطاليا. نتطلع للفعاليات الثقافية المتنوعة والإبداعات التي ستشهدها هذه المناسبة الرائعة,Irrelevant
"إخواننا وأهلنا في #اسطنبول و #تركيا عامة اليوم بعد صلاة العصر تُقام صلاة الجنازة على فقيد الأمة، وفقيد #اليمن فضيلة العلامة الشيخ الفاضل #عبدالمجيدالزنداني رحمه الله، وجعل قبره روضة من رياض الجنة، وذلك بمسجد الفاتح في اسطنبول، راجين من الجميع المشاركة، نظراً للأجر العميم الذي",Irrelevant
"ابدٱ لن تكون المعاملة بالمثل فمن قطع لي يدي عن قصد، سأقطع له الاثنتان إن استطعت، لكن القضية هي قضية حكومات و نحن الأفراد ليس من أمرنا شيئٱ سوى الكلام و الاستنكار.. كما أن هناك نسل صهايني معروفين، هناك أيضٱ قلوب محبة تخاف الله و تعرف الحق.. #المعاملةبالمثل #سوريونونفتخر",Irrelevant
لا صوت يعلو على صوت القتلة المجرمين والمتواطئين معهم على ذبح وإبادة #غزة وكأنهم لم يرتووا من دمائك..لك لها واللعنة على القاتلين والمتخاذلين,Irrelevant
معتصم الغالي لويعرفوا شو بتعمل فينا مقالب مالك يامالك #لعبةحب,Irrelevant
"LECTURE Music and Musicians in Mari a Diachronic Overview April 23, 2024 7 9pm CDT Nele Ziegler, Director of CNRS, Paris The Oriental Institute of the University of Chicago 1155 E. 58th St. Chicago, IL 60637 United States",Irrelevant
الله يجبر بخاطرك ويخليلك اهلك و حبابك,Irrelevant
القديرة جيهان عبد العظيم باحدث ظهور.,Irrelevant
"ولعل الإمام أحمد بن حنبل عليه رحمة الله، عندما قال أيام المحنة لخصمه القاضي أحمد بن أبي دؤاد ""بيننا وبينكم الجنائز""، كان يُعوّل على وعي الجماهير بتقييم الرجال، وإدراكهم لقيمة الشخصية وما تقدمه للناس، وبالفعل شهد جنازة الإمام أحمد مئات الآلاف من البشر، بينما كان قاضي المحنة لا",Irrelevant
"حسن عزقول القيادي في حزب الشيطان فطس من شوي ، بقصف صهيوني لسيارة في قرية #عدلون #جنوبلبنان الله لا يرفع عن قلوبكم شدة #رفحتحتالقصف #لبنان #شهداءعلىطريقالقدس #فلسطين",Irrelevant
الى الفردوس الاعلى من الجنه أن شاءالله أبا قتيبة,Irrelevant
#عاااجل أكدّ الدكتور في الطاقة والفيزياء قاهر أبو الجدايل أنّ هناك تصاعد كبير في التطرف المناخي سيؤدي لحدوث ظواهر غريبة وكوارث طبيعية.يا لطيف اذا هالخبرية صح,Irrelevant
"في مثل هذا اليوم قبل أحد عشر عاماً، توفي الملا محمد عمر أمير حركة #طالبان في #أفغانستان بعد أن فقد عرشه لحماية شخص واحد #أسامةبنلادن يوم رفض تسليمه. توفي الملا عمر الذي يحيي أتباعه ومحبوه اليوم ذكراه بإطلاق هاشتاغ #ثالثعمر بعد أن رفض أن يبرح #أفغانستان حتى للعلاج، وهو درس",Irrelevant
"""العقيد هيثم"" رئيس مفرزة ""الأمن العسكري"" في #البوكمال , يبتز أهالي الأطفال المعتقلين جراء حادثة الاعتداء على حافلة ""الزوار الشيعة الطائفيين"" , بطلب مبالغ مالية كبيرة عن طريق سماسرته للإفراج عن الأطفال . #سوريا #ديرالزور #البادية #الميليشياتالإيرانية #العراق #ايران",Irrelevant
مطار دمشق الدولي عمشهد كل يوم رحلات مغادرين بنسب مرتفعة شو القصة مابقي حدا بالبلد,Irrelevant
صفحات عن مؤسس #طالبان #أفغانستان #ثالثعمر من كتابي #صيفأفغانستانالطويل الإنجاز الذي افتخر به.,Irrelevant
"الكبير ايمن زيدان والراحلة ميادة بسيليس، قبل 25 عام من كواليس فيديو كليب اغنية ""كذبك حلو"".",Irrelevant
"Footage documenting the moment when drones launched from Lebanon made direct impact on an IOF military target in Akka, northern occupied Palestine.",Irrelevant
شاهد .. لحظة انقضاض مسيرات حزب الله على هدف عسكري اسرائيلي شمال حيفا,Irrelevant
"نضم أصواتنا لصوت المجلس الأوروبي بمناشدة بريطانيا بعدم ترحيل طالبي اللجوء و خصوصاً من الشرق الأوسط ، لما لذلك من آثار سلبيه على حقوق الإنسان في دول الشرق الأوسط و زيادة رغبة بعض الدول في اضطهاد مواطنيها",Irrelevant
علينا أن نشدد العقوبات على نظام الخامنئي بشكل أكبر و اكثر فعاليه و البدء بمصادرة كل ماهو مرتبط بهم عالمياً و وضع القيود على جميع برامجها العسكرية و الاقتصادية و النووية,Irrelevant
Run .. More from the strikes on Akka,Irrelevant
"هكذا بدا مسجد #الفاتح وما حوله قبل ساعات من جنازة العالمين الجليلين اليمني #عبدالمجيدالزنداني و التركي #أحمدأفندي زعيم جماعة محمود أفندي رحمهما الله تبارك وتعالى، ونوّر مرقديهما، وجعلهما روضة من رياض الجنة",Irrelevant
""" لا نبتغي من مواقفنا وجهادنا إلا رضا الله سبحانه وتعالى ، وتأدية الواجب والتكليف الشرعي "" . الشيخ الأمين #أكرمالكعبي دام نصره #نجباءالمواقف",Irrelevant
"دائماً الانسانية في المقدمة بدول الخليج واخص بالذكر السعودية وقطر والكويت والامارات، لهيك هم دول الله رازقهم.",Irrelevant
حيدرة نحكي الحق دائما اذا عبيتنفس عبيهاجموه انو خلص مابدن يدعموه يتركو بحالو وعفكرة كانو من المفضلين عندي,Irrelevant
شام نحكي الحق كتير عبيتهاجم الزلمة كل عمل بيدخل عليه نازلين جلد فيه مع انو مش من المفضلين عندي,Irrelevant
"لم تكن مجرد جنازة وتشييع رمز ثوري، كانت تجديد عهد مع الثورة ورموزها وشهدائها ومعتقليها.",Irrelevant
الى الفردوس الاعلى من الجنه أن شاء الله تعالى,Irrelevant
حسيت الهجوم مبالغ عليه صراحة اجمالا اذا بيتنفس راح ينجلد ياحرام,Irrelevant
صواريخ القبة الحديدية سقطت على ساحل #عكا بدلا من ان تعترض الهدف #فلسطين #الكيانالمؤقت #لبنان #جنوبلبنان #الخنادق,Irrelevant
مشاهد للحظة إصابة هدف إسـ.ـرائيلي شمال #عكا بطائرات مسيّرة لبنانية #فلسطين #الكيانالمؤقت #لبنان #جنوبلبنان #الخنادق,Irrelevant
و بعد هاللفة الطويلة لسا الك حيل تغازل,Irrelevant
ولي عليك أكيد شي كذبة أو رعبة ههههههههه تتذكر هدية عيد ميلادك,Irrelevant
أكيد مش غيرانين بس كتير الجلد فيه,Irrelevant
هاد الكلام الحلو يوسف قصدي انا اذا عبيتنفس عبيهاجموه و الهجوم فعلا قوي,Irrelevant
في طريقة نعرف وين هي الصورة,Irrelevant
مجند سابق يكشف ماحدث معه أثناء فترة تجنيده لدى الميليشيات الموالية لإيران في دير الزور,Irrelevant
كيف ظابطة معك يا ديما ناسخ المنشور حتى مع الهاشتاغ اعملي مشاركة اسهل الك يا روحي,Irrelevant
"فهمتني غلط، القصد هو أنني سعيدة بالغزل مع المحبة و الاحترام لكلماتك",Irrelevant
طلع معك شي عني سيلفايسعد مساكي و مسا قهوتك,Irrelevant
الحل من الٱخر هو الإبادة.. حاسة حالي هالفترة مشرانية كتير,Irrelevant
"الحضارة العربية في الأندلس لم تقتصر على النهضة العمرانية والاقتصادية والسياسية والعسكرية فحسب ، بل امتدت للجانب الثقافي وأصبحت الكلمات العربية مستخدمة في اللغة الأسبانية، حيث أن أربعة آلاف كلمة اسبانية من أصول عربية. 805 عاما من المجد العربي في #الأندلس. #قرطبةجوهرةالعالم",Irrelevant
جمال عاصمة عيد الرحمن بن معاوية وعبد الرحمن الناصر وروعة الحضارة الأموية العربية في الأندلس,Irrelevant
شبعرفني انا صورة لقطتها من فيدو لتدريبات بطرطوس من وزارة دفاع سورية,Irrelevant
رئيس الجمهورية التركي رجب طيب أردوغان يؤدي صلاة الجنازة على جثمان الشيخ عبد المجيد الزنداني والشيخ حسن قليتش رحمهما الله في مسجد محمد الفاتح في #إسطنبول اللهم اغفر لهم وأرحمهم واجعل الجنة مثواهم . عزاؤنا للعالم الإسلامي بوفاة الشيخين الفاضلين وإن لله وإن إليه راجعون .,Irrelevant
استقبال الوفد الطبي السعودي ل30طفل لإجراء عمليات زرع الحلزون في تركيا,Irrelevant
استقبال كريم ومشاعر صادقة وحلم يتحقق للأطفال السوريين من قبل الفريق الطبي السعودي فريق أطباء سعوديون سيجرون عشرات عمليات زرع حلزون لأطفال سوريين في #تركيا بإشراف منظمة الأمين,Irrelevant
"الحب لا يحتاج إلى فلسفة، ايماءة رمش قد تفي بالغرض.. مساك سعيد",Irrelevant
هي نفسها التي زارتني في ايام العيد,Irrelevant
ذرة توفيق إلهية تغني عن سنوات تخطيط وعمل.,Irrelevant
وزارة الخزانة الأميركية تعلن فرض عقوبات جديدة مرتبطة بإيران,Irrelevant
هل صبايا العطاء سيأتي يوم ويتم اختبارهم في هذه الطاقة ليخرجوا منها سليمين لم يقدموا شيء من الترفيه للروس والايرانين #مقامابوطاقة,Irrelevant
"#أفغانستان تُعزي برحيل العالم التركي أحمد أفندي رحمه الله ومما جاء في البيان انتقدم بخالص العزاء إلى الأمة الإسلامية وجمهورية تركيا وأهل العلم والعرفان، في وفاة العالم الرباني والمربي الجليل حسن أفندي، زعيم جماعة ""إسماعيل آغا"" الدينية، بعد حياة قضاها في نشر العلم والدَّعوة",Irrelevant
الجنازة حامية والفطيسة كلب #محمدفارس الذي انكر وطنه,Irrelevant
لكن أمريكا لا تخشى وقتلت أهم شخص في تاريخ إيران,Irrelevant
"مسلحون مجهولون يغتالون ضابطاً في مخابرات الاحتلال الإيراني، على الطريق الواصل بين #درعا و #مشق سلمت الأيادي",Irrelevant
اسمك بالملعب دستور .. مسجلينه .. #نجباءالمواقف,Irrelevant
حزمة المساعدات الأميركية إلى أوكرانيا وإسرائيل وتايوان التي تبلغ قيمتها 95 مليار دولار تحصل على أصوات كافية في مجلس الشيوخ لإقرارها,Irrelevant
هل بقي عربي واحد بالوطن العربي لايعرف الحقيقة بأن ايران هي العدو الوحيد والاخطر على امتنا العربية وعلى البشرية والانسانية #ايرانهيالعدوالاخطر,Irrelevant
"جعجع لم يأتي أحد على ذكر نصرالله أو ""الحزب"" عند مقتل باسكال سليمان وبالتالي ""من في مسلة تحت إبطه بتنعرو"" وأنا اتيت من مكان بعيد لاحتواء الوضع #سميرجعجع #لبنان #القواتاللبنانية",Irrelevant
تسلمي دكتورة من لطفك و ذوقك,Irrelevant
#إدلب تنتفض لإسقاط العميل #الجولاني وجهاز أمنه التشبيحي,Irrelevant
"من مجلس العزاء اليوم في الداخل السوري، مع كلمة للمهندس قتيبة فارس نجل الفقيد اللواء محمد فارس رحمه الله.",Irrelevant
هههه يحرء ديب عدوينك والله قوية,Irrelevant
الكل خير وبركة نحنا فريق يعني مثلاً متخيل فريدة بدون سلطان وسما ومالك وسيرين ودالي وعمو أديب وسيتي شو بدها تعمل فكر فيها؟؟؟؟؟؟؟,Irrelevant
"سألني الأخ العزيز ميلاد فضل، ونحن في مقبرة الشهداء، بعد أن وارينا فقيدنا التراب. عن جنازته، وعن رمزيته.",Irrelevant
ماذا يعني لك الوطن؟ وما أجملُ ما تحفظ عن الوطن؟,Irrelevant
الصورة اوضح من أي تعليق ... نظرات الأسد تكفي لفهم الموقف كاملاً,Irrelevant
هذا نوري من دير الزور واصولهم من العراق ليسو سوريين ابداً.,Irrelevant
تم اعتقال نائب وزير الدفاع الروسي تيمور ايفانوف بتهمة الرشوة هيك جيش فاسد لن ينتصر وسوف يهزم شر هزيمة على يد احرار وابطال اوكرانيا المجد لاوكرانيا,Irrelevant
"وفاة الشاب السوري ""ضياء أبو فخر"" البالغ من العمر 34 في نيجيريا إثر نوبة قلبية حادة",Irrelevant
الى روحه كرتونة معونة وشادر UN ازرق,Irrelevant
